Protein.ID	protein.length	aa.synthesis.average.cost
AT2G19000.1	125	19.08
AT1G26390.1	530	20.97
AT1G18730.4	161	22.53
AT1G18730.2	138	22.59
AT1G18730.3	174	21.61
AT1G18730.5	128	21.79
AT1G18730.1	175	21.64
AT3G26855.1	163	21.45
AT4G02733.1	301	20.3
AT1G14680.1	290	19.44
AT2G44850.1	400	20.09
AT2G44850.2	319	20.01
AT2G44850.3	319	20.01
AT1G66220.1	753	19.87
AT2G17060.2	1111	20.79
AT2G17060.1	1195	20.57
AT5G09750.1	224	19.28
AT2G48010.1	617	19.66
AT5G53300.3	109	21.87
AT5G53300.2	148	20.98
AT5G53300.4	148	20.98
AT5G53300.1	148	20.98
AT1G06350.1	300	23.99
AT3G03776.2	193	21.1
AT3G03776.1	156	21.05
AT3G03776.3	186	21.25
AT2G28850.1	493	20.87
AT4G17570.2	526	19.25
AT4G17570.3	514	19.11
AT4G17570.1	510	19.14
AT4G14860.1	182	20.36
AT2G23010.1	437	21.94
AT2G23010.2	437	21.94
AT5G48543.1	89	22.27
AT3G04770.2	280	19.63
AT3G04770.1	332	20.76
AT2G18590.1	473	21.61
AT2G37740.1	304	19.68
AT3G18670.1	598	21.14
AT3G18670.2	653	21.44
AT1G67000.1	892	20.26
AT4G20290.1	141	20.74
AT2G19700.1	125	18.1
AT4G27000.1	415	18.31
AT2G14860.1	252	21.48
AT5G40610.1	400	19.77
AT4G28100.1	304	19.31
AT5G66500.1	532	20.23
AT1G32360.1	384	18.88
AT2G39380.1	637	20.71
AT5G57970.1	347	19.89
AT5G57970.2	347	19.89
AT1G23660.1	264	21.32
AT3G05870.4	90	22.78
AT3G05870.1	87	23.18
AT3G05870.7	78	22.92
AT3G05870.3	90	22.78
AT3G05870.5	90	22.78
AT3G05870.2	87	23.18
AT3G05870.6	87	23.18
AT4G12930.1	141	22.27
AT5G20160.1	128	18.6
AT5G20160.2	160	19.92
AT5G20160.3	109	20.47
AT4G38100.2	153	19.82
AT4G38100.1	193	19.17
AT2G42570.1	367	23.3
AT1G72160.1	490	20.16
AT4G16990.16	513	20.33
AT4G16990.12	801	20.67
AT4G16990.17	795	20.69
AT4G16990.4	643	20.59
AT4G16990.13	796	20.68
AT4G16990.1	670	20.5
AT4G16990.14	643	20.59
AT4G16990.15	643	20.59
AT4G16990.3	638	20.6
AT4G16990.2	796	20.68
AT4G16990.9	801	20.66
AT4G16990.6	671	20.48
AT4G16990.11	671	20.48
AT4G16990.19	643	20.59
AT4G16990.10	795	20.69
AT4G16990.7	801	20.67
AT4G16990.8	737	20.48
AT4G16990.18	513	20.33
AT4G16990.5	637	20.62
AT1G43020.4	288	19.92
AT1G43020.5	317	19.98
AT1G43020.1	445	20.06
AT1G43020.2	317	19.98
AT1G43020.3	351	19.74
AT4G35660.1	288	18.75
AT3G52620.1	87	17.98
AT4G18870.1	291	22.52
AT1G61105.1	188	20.91
AT2G04038.1	166	18.97
AT3G44240.1	239	21.03
AT5G21990.1	554	18.56
AT1G50500.3	828	19.53
AT1G50500.5	680	19.77
AT1G50500.2	847	19.67
AT1G50500.1	828	19.53
AT1G50500.4	824	19.53
AT1G13870.1	302	19.27
AT1G21470.2	92	19.66
AT1G21470.1	92	19.66
AT5G27830.2	271	19.49
AT5G27830.6	276	19.33
AT5G27830.1	300	19.53
AT5G27830.5	303	19.71
AT5G27830.4	322	19.44
AT5G27830.3	302	19.32
AT3G60900.1	422	18
AT2G02635.1	59	20.41
AT4G11050.2	542	20.35
AT4G11050.3	625	20.48
AT4G11050.1	626	20.46
AT2G23470.1	520	20.65
AT5G66540.1	524	18.51
AT5G66540.2	524	18.51
AT1G73590.1	622	20.18
AT2G44610.1	208	19.6
AT1G55420.1	725	21.2
AT2G17705.1	127	21.43
AT3G58790.2	408	21.27
AT3G58790.1	540	20.76
AT4G03170.1	250	20.1
AT3G58570.1	646	18.82
AT5G63720.1	492	19.21
AT4G16130.1	1039	19.62
AT3G05500.1	246	19.35
AT3G05500.2	174	19.43
AT4G28750.1	143	17.94
AT1G20600.1	237	19.29
AT1G14755.1	78	21.15
AT5G11820.1	180	22.94
AT4G18770.1	427	21.02
AT1G61575.1	52	17.87
AT1G61575.2	52	17.87
AT3G02170.1	905	18.56
AT3G02170.3	634	18.12
AT3G02170.2	677	18.08
AT2G46220.1	241	21.89
AT5G27920.1	642	19.66
AT3G58940.1	618	20.07
AT3G58940.2	618	20.07
AT5G21090.1	218	19.33
AT3G61380.1	718	18.83
AT3G61380.2	718	18.83
AT3G61380.3	718	18.83
AT2G01275.2	259	20.5
AT2G01275.4	259	20.5
AT2G01275.3	285	20.76
AT2G01275.1	259	20.5
AT2G01275.5	285	20.76
AT1G44080.1	347	21.87
AT2G25605.1	200	21.95
AT3G14452.1	38	23.05
AT5G36420.1	118	21.12
AT4G35150.1	325	20.33
AT1G52580.1	309	21.8
AT3G51390.2	335	22.39
AT3G51390.1	340	22.31
AT1G11230.1	301	20.85
AT1G11230.2	341	21.28
AT1G67640.1	441	23.11
AT3G51740.1	836	19.28
AT5G22120.1	383	17.77
AT1G18520.1	271	21.15
AT5G57440.1	240	20.02
AT3G60110.1	641	17.93
AT2G04480.1	247	20.53
AT5G12120.1	619	18.06
AT4G21660.1	584	19.05
AT4G21660.2	598	19.09
AT4G21660.3	678	20.1
AT1G66680.1	358	18.65
AT5G06910.1	284	19.39
AT3G09055.1	36	17.61
AT5G62670.1	956	20.27
AT1G27270.1	241	19.93
AT3G52570.1	335	19.81
AT1G22360.1	481	20.71
AT1G22360.2	469	20.79
AT2G41515.1	259	22.13
AT3G58220.2	453	20.06
AT3G58220.1	351	20.44
AT3G58220.4	361	20.17
AT3G58220.3	259	20.73
AT3G58220.5	313	20.78
AT1G68960.1	376	20.43
AT1G68960.2	257	20.25
AT3G57000.1	298	19.78
AT2G31432.2	189	21.56
AT2G31432.1	162	21.36
AT5G53610.1	110	20.96
AT1G52510.2	236	20.93
AT1G52510.1	380	20.15
AT5G63350.1	302	19.55
AT1G79600.1	711	19.53
AT1G10650.1	339	19.11
AT1G10650.2	283	19.28
AT1G76994.1	53	20.51
AT5G42895.1	122	20.6
AT1G52495.1	182	22.36
AT5G66335.1	144	19.17
AT2G26080.1	1044	19.67
AT3G01800.1	267	18.81
AT3G49350.1	539	19.88
AT1G02090.2	225	19.8
AT1G02090.3	237	20.17
AT1G02090.1	260	19.79
AT2G30105.1	374	19.15
AT1G32400.2	280	21.18
AT1G32400.1	280	21.18
AT1G32400.3	280	21.18
AT1G04800.1	200	17.86
AT1G51490.1	412	21.28
AT2G47420.1	353	19.85
AT4G25340.1	477	18.01
AT4G25340.2	444	18.12
AT1G58037.2	295	22.07
AT1G58037.1	343	21.87
AT3G01710.1	391	18.91
AT3G01710.4	311	18.61
AT3G01710.3	410	19.06
AT3G01710.2	388	18.9
AT1G04390.1	1002	20.53
AT2G36030.1	70	19.17
AT2G37760.4	290	20.21
AT2G37760.6	265	20.66
AT2G37760.2	311	20.5
AT2G37760.5	291	20.16
AT2G37760.3	290	20.21
AT2G37760.1	311	20.5
AT2G37760.7	265	20.66
AT1G08190.1	980	19.91
AT5G61110.1	161	17.35
AT4G17940.1	274	18.89
AT4G31890.3	518	18.42
AT4G31890.2	518	18.42
AT4G31890.1	518	18.42
AT5G47900.10	381	22.69
AT5G47900.11	256	23.12
AT5G47900.7	435	22.07
AT5G47900.9	440	22.33
AT5G47900.4	435	22.02
AT5G47900.1	440	22.33
AT5G47900.6	340	22.66
AT5G47900.2	359	21.81
AT5G47900.8	403	22.19
AT5G47900.5	295	22.08
AT5G47900.3	292	22.1
AT3G06020.1	300	18.16
AT3G62930.1	102	19.73
AT5G03204.1	36	20.39
AT5G18860.1	890	20.24
AT5G18860.2	890	20.24
AT4G22740.1	356	18.16
AT4G22740.2	356	18.16
AT2G02020.2	524	21.84
AT2G02020.1	545	21.78
AT2G19500.1	501	20.67
AT2G01220.2	388	19.5
AT2G01220.1	387	19.52
AT1G20780.1	801	19.14
AT1G20780.2	801	19.14
AT1G20780.3	801	19.14
AT5G35405.1	149	21.31
AT3G07160.1	1890	21.76
AT3G07160.3	1892	21.76
AT3G07160.2	1892	21.76
AT3G19620.1	781	20.11
AT4G23250.3	721	20.3
AT4G23250.1	686	20.33
AT4G23250.2	1001	20.52
AT5G07720.1	457	21.46
AT4G29480.1	122	21.65
AT1G11110.3	271	19.36
AT1G11110.1	278	19.2
AT1G11110.2	222	19.96
AT5G10000.1	148	19.08
AT2G29050.1	389	21.49
AT2G29050.2	346	21.73
AT1G26140.1	162	22.01
AT1G29270.2	131	19.47
AT1G29270.1	155	19.97
AT5G17430.2	522	19.35
AT5G17430.1	584	19.19
AT4G00820.1	534	18.62
AT2G17380.1	161	21.83
AT5G56720.1	372	19.99
AT1G08310.1	315	21.94
AT1G08310.2	318	22.06
AT1G08310.3	248	22.12
AT5G22250.1	278	21.05
AT5G06320.1	231	21.38
AT2G18410.2	306	19.87
AT2G18410.1	374	19.3
AT2G23420.1	557	20.41
AT2G23420.2	544	20.6
AT3G51950.1	540	19.25
AT3G51950.3	540	19.25
AT3G51950.2	540	19.25
AT3G51950.4	540	19.25
AT3G19300.1	663	19.68
AT4G20230.1	607	22.06
AT4G20230.2	619	22.07
AT5G51690.1	495	20.53
AT5G51690.2	372	20.49
AT2G46360.1	97	19.86
AT2G20280.1	371	18.69
AT4G19890.1	701	20.76
AT1G69520.2	245	22.25
AT1G69520.1	231	21.59
AT1G15890.1	851	20.26
AT1G15890.2	691	20.44
AT4G23990.1	751	22.04
AT4G23990.2	537	22.09
AT1G31640.1	464	19.46
AT3G05727.1	80	22.77
AT3G09530.1	637	20.27
ATCG00820.1	92	21.82
AT2G25350.5	575	19.08
AT2G25350.1	643	18.71
AT2G25350.3	575	19.08
AT2G25350.2	668	19.09
AT2G25350.4	490	19.13
AT1G10020.1	461	19.22
AT2G22810.1	474	20.39
AT2G46820.2	174	18.98
AT2G46820.1	174	18.98
AT1G11210.1	308	20.26
AT4G00755.1	377	19.58
AT4G00755.2	377	19.58
AT5G08770.1	297	19.73
AT3G48420.1	319	19.11
AT5G10480.2	196	22.74
AT5G10480.1	221	23.01
AT5G10480.3	230	23.19
ATMG01130.1	106	18.66
AT5G18735.1	257	22.28
AT2G06040.1	762	18.85
AT1G59835.1	126	20.83
AT1G50350.1	133	19.03
AT2G34200.2	222	19.47
AT2G34200.1	222	19.47
AT1G13880.2	434	20.08
AT1G13880.1	424	19.92
AT1G13880.3	425	19.9
AT2G14670.1	492	20.93
AT3G63450.6	296	20.01
AT3G63450.2	404	19.86
AT3G63450.3	406	19.92
AT3G63450.1	404	19.86
AT3G63450.4	406	19.92
AT3G63450.5	406	19.92
AT3G63450.7	376	21
AT5G48370.1	438	20.13
AT5G48370.3	327	20.2
AT5G48370.2	437	20.11
AT3G23350.2	282	20.38
AT3G23350.1	281	20.34
AT2G01280.2	450	19.47
AT2G01280.1	548	18.94
AT2G01280.3	485	19.16
AT3G13674.1	95	17.63
AT3G25270.1	343	21.96
AT1G49005.1	99	21.95
AT1G58420.1	179	18.67
AT2G07713.1	122	20.01
AT1G49860.1	254	20.69
AT5G45720.1	966	19.05
AT5G45720.2	956	18.97
AT1G50840.2	1051	19.72
AT1G50840.1	1050	19.73
AT3G15357.1	143	18.06
AT2G22360.1	442	18.9
AT1G41820.1	401	20.1
AT2G46710.1	455	19.47
AT3G15790.1	254	17.14
AT3G15790.3	254	17.14
AT3G15790.2	254	17.14
AT2G39950.9	555	18.56
AT2G39950.6	475	18.34
AT2G39950.4	475	18.34
AT2G39950.1	636	18.34
AT2G39950.7	475	18.34
AT2G39950.3	475	18.34
AT2G39950.5	475	18.34
AT2G39950.8	475	18.34
AT2G39950.2	555	18.56
AT1G36622.1	74	20.24
AT3G63230.2	155	23.37
AT3G63230.1	124	20.63
AT4G28590.1	331	20.52
AT3G46400.1	883	20.57
AT5G04120.1	238	19.55
AT3G44980.1	170	19.76
AT1G73000.1	209	19.86
AT3G14340.1	87	23.06
AT2G32720.2	134	20.63
AT2G32720.1	134	20.48
AT5G38070.1	259	20.31
AT1G64960.2	1232	19.94
AT1G64960.1	1203	19.97
AT1G29535.2	63	22.17
AT1G29535.3	66	21.82
AT1G29535.4	60	22.52
AT1G29535.1	71	21.72
AT3G02490.1	665	20.55
AT4G37420.1	588	21.53
AT3G44740.3	244	21.23
AT3G44740.2	214	21.13
AT3G44740.5	244	21.23
AT3G44740.1	244	21.23
AT3G44740.4	244	21.23
AT2G25910.2	342	20.45
AT2G25910.1	341	20.48
AT2G43150.1	212	21.54
AT5G35550.1	258	20.12
AT5G35550.2	261	20.03
AT1G63295.1	151	20.32
AT1G63295.2	191	20.92
AT3G45790.1	376	20.81
AT3G24840.7	580	20.32
AT3G24840.1	579	20.34
AT3G24840.6	579	20.34
AT3G24840.3	580	20.32
AT3G24840.4	579	20.34
AT3G24840.5	580	20.32
AT3G24840.2	579	20.34
AT5G03710.1	81	14.63
AT4G39270.8	666	20.09
AT4G39270.6	675	19.78
AT4G39270.9	675	19.78
AT4G39270.7	666	20.09
AT4G39270.2	694	19.79
AT4G39270.5	666	20.09
AT4G39270.3	666	20.09
AT4G39270.10	666	20.09
AT4G39270.4	675	19.78
AT4G39270.1	864	19.43
AT3G42390.1	126	20.23
AT3G15534.1	68	21.85
AT3G02690.1	417	20.07
AT3G17750.1	1138	19.42
AT2G01690.1	743	19.5
AT2G01690.2	744	19.49
AT2G33040.1	325	18.82
AT2G25950.1	204	19.63
AT2G25950.2	191	19.85
AT5G56670.1	62	19.65
AT4G17150.5	478	19.67
AT4G17150.1	502	19.84
AT4G17150.3	387	20.71
AT4G17150.2	387	20.71
AT4G17150.4	413	20.27
AT1G48990.1	169	20.96
AT1G29080.1	346	20.59
AT5G14710.1	124	20.32
AT1G23050.1	161	20.66
AT2G14695.1	346	22.64
ATMG01230.1	145	23.57
AT3G04670.1	330	19.74
AT3G04670.2	290	19.94
AT2G28470.1	852	20.33
AT2G28470.2	846	20.33
AT2G28470.5	702	20.53
AT2G28470.4	846	20.33
AT2G28470.3	852	20.33
AT4G11490.1	636	20.72
AT1G35290.1	189	21.46
AT3G24180.1	950	20.78
AT3G24180.2	950	20.78
AT2G32650.2	139	21.94
AT2G32650.1	139	21.94
AT4G17300.2	587	20.33
AT4G17300.1	567	20.37
AT4G21110.1	145	21.61
AT4G21110.2	145	21.61
AT3G46200.4	276	19.5
AT3G46200.6	251	19.88
AT3G46200.3	230	19.28
AT3G46200.1	311	19.52
AT3G46200.2	286	19.86
AT3G46200.5	275	19.97
AT3G29680.1	451	20.6
AT1G79050.1	439	18.77
AT1G79050.2	343	18.79
AT2G40420.1	440	21.35
AT4G38780.1	2332	21.63
AT5G06870.1	330	20.89
AT5G24330.1	349	20.16
AT1G73340.1	487	21.22
AT1G64580.1	523	21.43
AT1G15390.1	269	19.64
AT4G30000.1	554	19.43
AT4G30000.2	561	19.43
AT1G29040.1	198	19.5
AT1G29040.5	189	19.22
AT1G29040.3	159	20.04
AT1G29040.4	174	19.49
AT1G29040.2	183	19.57
AT2G25590.1	381	21.3
AT3G60130.1	514	21.4
AT3G60130.3	451	21.5
AT3G60130.2	462	21.56
AT4G19820.1	368	21.14
AT1G53770.1	563	20.61
AT1G53770.2	601	20.84
AT5G39540.1	196	20.71
AT3G49601.1	591	17.94
AT5G65940.3	342	19.6
AT5G65940.2	328	19.75
AT5G65940.1	378	19.76
AT5G65940.4	378	19.76
AT1G34210.1	628	19.67
AT1G34210.2	628	19.67
AT1G52130.2	483	21.02
AT1G52130.1	483	21.02
AT5G22390.1	202	19.13
AT4G19190.1	595	19.36
AT1G32260.1	202	21.58
AT4G06526.1	506	19.28
AT5G54820.1	472	21.07
AT1G23915.1	142	20.34
AT3G52740.1	140	18.24
AT5G36400.1	118	21.12
AT1G24764.3	693	18.14
AT1G24764.2	481	17.65
AT1G24764.1	634	17.62
AT2G36480.2	963	18.36
AT2G36480.1	963	18.36
AT5G37030.1	638	20.21
AT3G46480.1	286	20.58
AT2G03750.1	351	22
AT5G10360.1	249	19.71
AT5G10360.2	197	19.45
AT1G20875.1	66	22.36
AT5G03990.2	236	20.39
AT5G03990.1	302	20.59
AT2G27285.1	323	19.15
AT1G03930.1	471	19.8
AT4G14490.1	386	18.87
AT5G22630.1	425	19
AT1G36990.1	581	17.12
AT1G78840.1	439	21.51
AT1G78840.2	439	21.51
AT2G45350.1	613	21.42
AT5G49530.1	689	19.29
AT5G12000.2	616	19.3
AT5G12000.1	701	19.49
AT1G46336.1	80	23.4
AT2G23520.1	895	19.72
AT2G29070.1	280	19.3
AT2G29070.3	196	19.05
AT2G29070.2	312	19.55
AT1G32790.1	358	18.97
AT1G32790.2	406	19.39
AT2G24400.1	178	19.92
AT2G17960.1	121	21.68
AT5G64540.3	424	19.13
AT5G64540.1	424	19.13
AT5G64540.2	424	19.13
AT2G39460.1	154	20.99
AT2G39460.2	154	20.99
AT2G31810.1	491	19.37
AT2G31810.2	421	19.94
AT2G31810.3	469	19.37
AT2G40580.1	311	20.41
AT1G32550.1	181	19.82
AT1G32550.2	194	19.94
AT1G14210.1	247	21.97
AT3G52660.3	471	18.64
AT3G52660.1	471	18.64
AT3G52660.2	471	18.64
AT2G32470.1	288	21.97
AT5G06860.1	330	20.52
AT2G14460.1	41	21.51
AT5G02110.2	312	21.47
AT5G02110.1	341	21.52
AT3G58680.1	142	18.06
AT5G18990.1	330	21.25
AT2G37585.1	384	21.66
AT4G13310.2	390	20.58
AT4G13310.1	497	20.71
AT5G37247.1	61	19.75
AT4G37470.1	270	20.17
AT1G06920.1	315	20.5
AT5G26110.3	226	19.58
AT5G26110.2	163	19.4
AT5G26110.1	226	19.58
AT3G30530.1	173	19.43
AT4G28980.3	479	19.66
AT4G28980.1	479	19.66
AT4G28980.2	479	19.66
AT4G18465.1	695	19.97
AT2G30010.2	441	21.64
AT2G30010.1	398	21.56
AT1G12920.1	434	19.97
AT1G18670.2	662	19.77
AT1G18670.1	709	19.83
AT1G18670.3	720	19.97
AT5G41990.1	563	19.72
AT4G19800.1	398	21.23
AT3G12320.2	236	19.42
AT3G12320.1	269	18.99
AT3G12320.3	269	18.99
AT3G32160.1	148	20.11
AT3G15140.1	337	21.34
AT3G15140.2	277	21.88
AT1G50440.3	250	20.96
AT1G50440.4	222	20.99
AT1G50440.1	250	20.96
AT1G50440.5	233	21.48
AT1G50440.2	250	20.96
AT1G49540.2	840	20.35
AT1G49540.1	838	20.37
AT3G03440.1	408	17.64
AT2G16740.1	148	21.34
AT4G34510.1	487	21.23
AT3G51820.1	387	20.48
AT1G33860.2	221	21.61
AT1G33860.1	153	21.75
AT3G13470.1	596	18.11
AT1G29590.1	240	21.19
AT2G46070.3	406	20.55
AT2G46070.2	324	20.66
AT2G46070.1	372	20.74
AT5G08060.1	131	20.1
AT1G80400.1	407	19.13
AT5G63087.1	74	19.54
AT4G24030.1	128	20.7
AT1G29020.2	597	21.65
AT1G29020.1	564	21.65
AT2G44520.1	431	20.39
AT3G43574.1	69	19.3
AT1G65880.1	580	20.6
AT5G18690.1	116	18.23
AT2G42650.1	372	19.74
AT2G04115.1	151	22.16
AT2G40910.2	442	21.3
AT2G40910.1	449	21.04
AT2G23700.1	707	19.96
AT5G16370.1	552	20.3
AT5G49340.1	457	21.65
AT1G53000.1	290	19.57
AT1G53000.2	313	19.9
AT5G58270.1	728	19.94
AT3G54350.3	702	18.67
AT3G54350.5	702	18.67
AT3G54350.4	702	18.67
AT3G54350.1	702	18.67
AT3G54350.2	702	18.67
AT4G05430.1	143	20.47
AT4G05430.3	168	21.29
AT4G05430.2	127	21.18
AT2G43360.1	378	19.29
AT2G46230.2	181	21.55
AT2G46230.1	196	21.33
AT5G66210.1	523	20.09
AT5G66210.3	488	20.26
AT5G66210.5	473	20.27
AT5G66210.2	523	20.09
AT5G66210.6	435	20.23
AT5G66210.4	435	20.23
AT5G17390.1	285	19.57
AT1G55690.2	625	20.39
AT1G55690.4	625	20.39
AT1G55690.1	625	20.39
AT1G55690.5	625	20.39
AT1G55690.3	621	20.32
AT1G72490.2	287	19.45
AT1G72490.1	287	19.45
AT1G72490.3	288	19.57
AT4G00890.1	431	17.58
AT1G21670.1	703	20.24
AT4G12220.1	163	20.44
AT1G78460.1	219	20.15
AT2G01140.1	391	19.15
AT1G60220.1	584	19.98
AT1G56180.1	389	19.38
AT1G56180.2	296	19.49
AT1G58450.1	164	19.78
AT1G32910.1	464	20.69
AT3G49645.2	241	20.23
AT3G49645.1	220	19.93
AT4G33465.1	98	21.23
AT4G33465.2	164	22.24
AT5G34940.4	299	20.72
AT5G34940.2	536	20.78
AT5G34940.1	401	20.66
AT5G34940.3	382	20.99
AT3G22125.4	1083	16.52
AT3G22125.3	1173	16.48
AT3G22125.2	677	16.26
AT3G22125.1	643	16.73
AT3G22125.5	1078	16.49
AT1G20590.1	265	22.28
AT2G17310.1	370	22.31
AT3G46320.1	103	20.14
AT3G45620.1	481	19.88
AT3G45620.2	515	20.06
AT3G17550.1	296	21.07
AT5G42590.1	497	20.51
AT1G25141.1	234	21.26
AT3G25040.1	215	24.68
AT3G45330.1	682	20.01
AT3G60850.1	648	19.74
AT5G07475.1	192	21.04
AT1G01920.4	503	20.17
AT1G01920.1	572	20.02
AT1G01920.5	517	20.06
AT1G01920.3	434	20.44
AT1G01920.2	547	19.95
AT2G10931.1	66	22.33
AT3G10080.1	227	20.32
AT3G10080.2	298	21.24
AT1G24267.1	343	18.42
AT1G24267.2	344	18.53
AT4G23610.1	228	20.68
AT5G01680.1	784	20.65
AT3G18230.1	666	17.52
AT3G10500.1	549	20.15
AT3G10500.2	415	19.57
AT4G33320.1	292	19.62
AT1G74810.6	651	21.42
AT1G74810.7	683	21.24
AT1G74810.4	683	21.24
AT1G74810.1	683	21.24
AT1G74810.3	651	21.42
AT1G74810.5	577	21.56
AT1G74810.2	540	21.22
AT4G00670.1	123	19.67
AT1G78130.1	490	19.92
AT5G53020.3	720	19.27
AT5G53020.6	721	19.26
AT5G53020.4	720	19.27
AT5G53020.5	720	19.27
AT5G53020.1	720	19.27
AT5G53020.8	720	19.27
AT5G53020.10	720	19.27
AT5G53020.7	721	19.26
AT5G53020.2	711	19.28
AT5G53020.9	720	19.27
AT1G71460.1	689	20.69
AT3G18485.1	386	20.89
AT3G49600.2	1067	19.65
AT3G49600.1	1067	19.65
AT3G49600.3	1046	19.62
AT5G38435.1	132	23.5
AT2G37130.1	327	20.33
AT2G37130.2	296	20.04
AT3G51325.1	90	22.7
AT5G40300.1	270	20.29
AT1G58215.1	947	18.81
AT1G04070.1	94	19.18
AT1G31255.2	186	20.61
AT1G31255.1	224	20.61
AT3G46050.1	370	21
AT1G56350.1	482	19.37
AT4G25290.1	692	20.6
AT1G28650.1	385	21.14
AT1G18760.1	224	20.37
AT1G78470.1	342	20.7
AT3G12380.2	730	19.75
AT3G12380.1	724	19.78
AT3G61470.1	257	20.77
AT5G53860.3	328	21.19
AT5G53860.5	442	21.48
AT5G53860.4	459	21.4
AT5G53860.2	422	20.93
AT5G53860.1	402	21.1
AT1G02150.1	524	20.52
AT5G56180.2	387	21.32
AT5G56180.1	471	20.83
AT5G56180.3	339	20.8
AT4G22517.1	115	19.33
AT3G61900.1	136	20.51
AT3G08900.1	362	21.9
AT1G54550.1	362	21.43
AT4G32580.1	160	19.39
AT5G12360.2	194	19.56
AT5G12360.1	194	19.56
AT3G28450.1	605	20.04
AT1G49230.1	219	20.02
AT1G69935.1	192	19.85
AT1G69935.2	159	19.19
AT1G17890.2	320	20.45
AT1G17890.3	320	20.45
AT1G17890.1	328	20.3
AT5G19490.1	264	18.29
AT3G10930.1	101	23.53
AT1G56580.1	166	19.72
AT1G75930.1	343	21.94
AT2G31560.2	202	18.8
AT2G31560.1	202	18.8
AT2G31560.3	202	18.8
AT1G47740.1	279	21.29
AT1G47740.2	279	21.29
AT1G47740.3	279	21.29
AT4G38401.1	40	22.68
AT4G39955.1	328	21.55
AT1G17600.1	1049	20.38
ATMG00680.1	122	21.15
AT1G59453.1	665	19.34
AT1G76200.1	69	23.52
AT3G59600.1	146	21.42
AT1G48460.2	303	21.03
AT1G48460.1	340	21.11
AT3G13920.1	412	19.96
AT3G13920.4	407	19.86
AT3G13920.5	419	20.08
AT3G13920.3	402	20.13
AT3G13920.2	415	20.04
AT1G26310.1	255	19.96
AT2G38530.1	118	17.71
AT5G52975.1	121	21.07
AT2G02650.1	365	21.52
AT3G07870.1	417	21.44
AT5G59895.1	60	21.03
AT1G48325.1	82	20.76
AT3G13200.1	230	18.76
AT5G05113.1	85	22.86
AT2G22480.1	537	19.94
AT3G23220.1	139	19.22
AT4G33885.1	34	25.85
AT1G47260.1	278	19.27
AT5G25330.1	366	21.26
AT5G19530.1	339	21.08
AT5G19530.2	332	21.17
AT5G22430.1	172	19.6
AT5G14020.5	401	19.75
AT5G14020.3	348	19.93
AT5G14020.2	292	19.92
AT5G14020.7	348	19.93
AT5G14020.6	292	19.92
AT5G14020.4	401	19.75
AT5G14020.1	401	19.75
AT4G12280.1	300	20.49
AT3G04070.2	343	20.23
AT3G04070.1	359	20.22
AT5G01360.1	434	21.85
AT5G01360.2	378	22.01
AT1G04340.1	159	21.5
AT5G42660.1	463	20.75
AT2G24615.1	84	21.74
ATCG00840.1	93	22.7
AT2G34880.1	806	20.59
AT3G06640.2	719	20.16
AT3G06640.1	730	20.22
AT3G06640.3	719	20.16
AT4G30350.1	924	18.65
AT5G47020.1	1421	19.83
AT5G43064.1	72	20.31
AT2G15042.1	425	20.91
AT2G25640.2	694	18.63
AT2G25640.1	745	18.56
AT5G54210.1	306	21.02
AT5G15265.1	83	20.02
AT5G15265.2	83	20.02
AT1G40086.1	99	24.44
AT4G30290.1	277	21.98
AT1G08660.2	347	21.06
AT1G08660.1	474	20.79
AT1G08660.3	296	21.33
AT1G71770.1	682	18.72
AT1G71770.2	682	18.72
AT2G07634.1	41	15.71
AT1G60940.1	361	20.47
AT1G60940.2	361	20.47
AT4G14340.1	457	20.41
AT4G14340.2	364	21.82
AT1G72060.1	81	20.96
AT2G32890.1	77	19.08
AT4G00315.1	441	21.01
AT3G61230.1	213	20.06
AT3G10650.1	1309	17.25
AT3G10650.2	1309	17.25
AT5G62070.1	403	18.59
AT4G29350.1	131	19.53
AT5G63600.1	325	20.27
AT5G63600.2	326	20.39
AT5G50160.2	549	22.2
AT5G50160.1	728	22.46
AT4G30210.2	711	19.84
AT4G30210.1	712	19.84
AT4G30210.3	774	19.95
AT4G24940.1	322	20.18
AT2G43080.1	283	20.5
AT2G43080.2	191	20.19
AT5G18330.1	445	19.94
AT4G01985.3	429	13
AT4G01985.2	524	12.69
AT4G01985.1	579	12.66
AT2G24300.1	552	19.96
AT2G24300.3	603	19.77
AT2G24300.2	599	19.79
AT1G11260.1	522	21.91
AT1G29820.1	540	20.47
AT1G29820.2	540	20.47
AT2G23270.1	86	19.73
AT4G39160.1	601	17.98
AT4G39160.3	601	17.98
AT4G39160.2	624	18.16
AT1G78210.1	314	21.44
AT2G02340.1	305	21.23
AT2G44510.1	326	20.22
AT3G29770.2	279	20.39
AT3G29770.1	390	19.34
AT4G03200.1	818	20.2
AT4G03200.2	685	20.1
AT3G54450.1	555	21.77
AT5G55856.1	97	21.04
AT5G22770.5	1012	19.56
AT5G22770.1	1012	19.56
AT5G22770.4	1012	19.56
AT5G22770.6	1012	19.56
AT5G22770.2	1012	19.56
AT5G22770.3	1012	19.56
AT4G01180.1	554	20.3
AT4G19510.5	1247	20.81
AT4G19510.6	1220	20.83
AT4G19510.9	844	20.95
AT4G19510.8	1210	20.86
AT4G19510.10	831	20.91
AT4G19510.2	1049	20.83
AT4G19510.1	1210	20.86
