Gene	P_expression	S_expression	t	DNDS	DN	DS	ploidy
AT4G02460.1	296.65	184.2866667	0.1814	0.191	0.0289	0.1515	both
AT4G02480.1	4305.31	4274.216667	0.1352	0.2383	0.0247	0.1038	both
AT4G02500.1	1029.19	1755.866667	0.096	0.0139	0.0019	0.1348	both
AT4G02580.1	3141.94	2807.6	0.1293	0.032	0.0052	0.1625	both
AT4G02590.3	0	2688.913333	0.1119	0.0595	0.0073	0.123	D
AT4G02630.1	224.63	576.305	0.1571	0.0895	0.0162	0.1806	both
AT4G02640.2	691.73	907.7656667	0.1886	0.2528	0.0365	0.1445	both
AT4G02660.1	1014.29	0	0.1594	0.3056	0.0342	0.1119	H
AT4G02680.1	412.47	1360.866667	0.1539	0.0637	0.0107	0.1686	both
AT4G02690.1	0	112.8240667	0.1553	0.0922	0.0124	0.1348	D
AT4G02710.1	67.6	238.46	0.22	0.3167	0.0481	0.1519	both
AT4G02720.1	1124.01	1024.911667	0.2144	0.139	0.0314	0.2257	both
AT4G02770.1	0	8175.713333	0.1173	0.1066	0.0116	0.1091	D
AT4G02790.1	0	1039.58	0.1136	0.0417	0.0059	0.1405	D
AT4G02820.1	380.4	200.874375	0.2277	0.1169	0.028	0.2397	both
AT4G02850.1	0	725.092	0.6391	0.3264	0.1379	0.4225	D
AT4G02860.1	0	1409.453333	0.1782	0.2084	0.0307	0.1473	D
AT4G02880.2	2957.09	977.2603333	0.2383	0.617	0.0691	0.112	both
AT4G02890.4	5234.48	5633.513333	0.1615	0.001	2e-04	0.2423	both
AT4G02900.1	1740.79	0	0.1305	0.0668	0.0094	0.1402	H
AT4G02930.1	2870.97	1384.79	0.1418	0.0489	0.0079	0.1617	both
AT4G02940.1	1181.32	1428.373333	0.1448	0.1578	0.0197	0.1248	both
AT4G02980.1	829.15	959.4373333	0.1396	0.1389	0.0168	0.1209	both
AT4G02990.1	312.31	570.8173611	0.177	0.1136	0.0208	0.1834	both
AT4G03030.1	2103.02	1346.935	0.1721	0.1557	0.0256	0.1643	both
AT4G03110.2	4560.69	1017.411333	0.1212	0.1119	0.0142	0.1266	both
AT4G03190.1	0	1077.645	0.1417	0.1402	0.0177	0.1263	D
AT4G03210.2	940.33	2801.6	0.1739	0.0467	0.012	0.2577	both
AT4G03230.1	533.35	0	0.1572	0.1517	0.0226	0.1489	H
AT4G03240.1	795.04	284.3662727	0.1309	0.0822	0.0135	0.1645	both
AT4G03260.2	1411.47	1100.28	0.1103	0.2586	0.0219	0.0849	both
AT4G03280.2	303.26	10609.95278	0.103	0.2318	0.0184	0.0794	both
AT4G03320.1	1203.9	690.825	0.1595	0.1164	0.0176	0.1509	both
AT4G03330.1	0	1100.759667	0.1694	0.121	0.0198	0.1637	D
AT4G03340.1	0	233.226	0.1307	0.2843	0.0274	0.0963	D
AT4G03390.1	107.25	934.018	0.1011	0.1019	0.0102	0.0998	both
AT4G03410.2	0	378.1300278	0.1837	0.19	0.0294	0.155	D
AT4G03430.1	1111.29	771.7973333	0.1285	0.1234	0.0154	0.1249	both
AT4G03520.2	1353.71	5486.078333	0.2277	0.2505	0.0404	0.1613	both
AT4G03550.1	1296.92	820.82475	0.0769	0.1434	0.0101	0.0703	both
AT4G03620.1	2354.9	0	0.1126	0.2407	0.0216	0.0898	H
AT4G03960.1	686.09	778.5186667	0.1473	0.0884	0.0137	0.1552	both
AT4G04040.1	241.99	1213.45	0.1593	0.1528	0.0223	0.1462	both
AT4G04190.2	356.64	0	0.1567	0.1038	0.0186	0.1791	H
AT4G04210.1	790.85	1277.06	0.2238	0.1578	0.0326	0.2067	both
AT4G04220.1	0	189.8736667	0.2317	0.6022	0.0663	0.11	D
AT4G04320.2	1297.04	1923.955	0.1805	0.1253	0.0221	0.176	both
AT4G04350.1	0	640.6216944	0.1429	0.1261	0.0176	0.1398	D
AT4G04450.1	1315.95	0	0.1775	0.2025	0.0288	0.1422	H
AT4G04460.2	101.28	218.927	0.1414	0.1427	0.0189	0.1322	both
AT4G04670.1	330.19	223.023	0.1454	0.1794	0.023	0.1282	both
AT4G04760.1	1013.9	519.9466667	0.1394	0.2569	0.0259	0.101	both
AT4G04790.1	175.44	153.2426667	0.1612	0.247	0.0306	0.1237	both
AT4G04860.1	749.71	1033.756333	0.1217	0.0385	0.0055	0.1421	both
AT4G04900.1	0	471.9966667	0.1575	0.0822	0.0144	0.1747	D
AT4G04920.2	1132.56	761.4673333	0.1132	0.1616	0.0164	0.1017	both
AT4G04940.1	991.8	253.6405455	0.1046	0.1246	0.0127	0.1022	both
AT4G04955.1	1883.44	1325.03375	0.1553	0.1413	0.0207	0.1466	both
AT4G04960.1	0	594.013	0.193	0.0948	0.0203	0.2139	D
AT4G04970.1	0	1558.116667	0.0991	0.0798	0.0085	0.1064	D
AT4G04980.1	3391.99	0	0.1295	0.2456	0.0263	0.1071	H
AT4G05000.2	646.93	923.7456667	0.1748	0.0531	0.0106	0.2002	both
AT4G05060.1	0	433.8706667	0.1409	0.1254	0.0171	0.1364	D
AT4G05090.1	268.87	486.6680833	0.1674	0.1833	0.0265	0.1447	both
AT4G05150.1	0	5399.585	0.1294	0.105	0.0126	0.1201	D
AT4G05160.1	1844.59	1283.61	0.1943	0.0815	0.0167	0.2043	both
AT4G05180.1	0	12031	0.226	0.1548	0.0295	0.1907	D
AT4G05190.1	394.94	362.72	0.1772	0.119	0.0216	0.1812	both
AT4G05210.1	624.44	0	0.5402	0.4426	0.1372	0.31	H
AT4G05320.6	5245.32	7659.13	0.4102	0.001	6e-04	0.6437	both
AT4G05330.1	6447.75	465.5513333	0.0707	0.1329	0.0092	0.0692	both
AT4G05390.2	407.11	966.7353333	0.2155	0.1403	0.0299	0.2128	both
AT4G05400.2	700.56	303.1377273	0.1968	0.1104	0.0245	0.2218	both
AT4G05410.1	1085.31	433.3578182	0.2158	0.2885	0.0477	0.1653	both
AT4G05450.1	910.62	350.53	0.1168	0.1587	0.0176	0.1111	both
AT4G05460.1	1513.82	638.9496667	0.3084	0.4061	0.0753	0.1854	both
AT4G05530.1	982.35	1245.9	0.1318	0.041	0.0056	0.1364	both
AT4G07960.1	5754.69	851.7053333	0.1811	0.0522	0.0114	0.2177	both
AT4G07990.2	400.69	244.9233333	0.2314	0.4707	0.0598	0.1271	both
AT4G08150.1	0	2556.53	0.1357	0.0768	0.0116	0.1508	D
AT4G08160.2	0	382.1185	0.2426	0.122	0.0281	0.2301	D
AT4G08180.3	2857.6	424.3056667	0.1349	0.0474	0.0088	0.1861	both
AT4G08290.2	240.14	2253.05	0.1485	0.086	0.013	0.1516	both
AT4G08300.1	0	3029.36	0.1785	0.1563	0.0234	0.15	D
AT4G08310.1	646.38	744.4413333	0.1811	0.3067	0.0394	0.1286	both
AT4G08330.2	1360.65	399.44	0.2575	0.0243	0.0082	0.3385	both
AT4G08390.4	1244.31	2085.863333	0.2419	0.1749	0.0356	0.2037	both
AT4G08460.3	1574.61	552.9903333	0.1993	0.4798	0.0526	0.1096	both
AT4G08500.1	0	736.979	0.2435	0.1268	0.0317	0.2504	D
AT4G08590.2	6665.24	0	0.2959	0.4767	0.0783	0.1641	H
AT4G08685.1	357.97	3315.803333	0.1687	0.0504	0.0089	0.1756	both
AT4G08690.2	0	749.2841818	0.2367	0.0837	0.022	0.2632	D
AT4G08770.1	0	1980.45	0.1557	0.1565	0.0206	0.1318	D
AT4G08780.1	0	716.5493636	0.2304	0.1541	0.0331	0.2146	D
AT4G08850.2	0	1737.026667	0.1688	0.1796	0.0259	0.1443	D
AT4G08920.1	0	1176.811667	0.1131	0.0375	0.0052	0.1381	D
AT4G08950.1	0	3539.283333	0.1537	0.1328	0.0193	0.1452	D
AT4G08960.1	1259.38	811.6253333	0.1475	0.0805	0.0125	0.1556	both
AT4G09010.1	0	3377.08425	0.2202	0.1284	0.0272	0.2117	D
AT4G09150.2	2236.43	997.89	0.1815	0.1736	0.0274	0.1581	both
AT4G09460.1	0	842.8796667	0.2223	0.2493	0.0455	0.1825	D
AT4G09500.2	0	476.0073333	0.219	0.2364	0.0396	0.1674	D
AT4G09510.2	0	317.619	0.2079	0.0228	0.0056	0.2471	D
AT4G09520.1	698.08	433.4743333	0.2322	0.1059	0.0251	0.2371	both
AT4G09570.1	883.06	1391.846667	0.1503	0.09	0.0149	0.1659	both
AT4G09580.1	0	650.911	0.1738	0.0353	0.0065	0.1854	D
AT4G09620.1	5026.89	851.1011389	0.2236	0.1329	0.0297	0.2236	both
AT4G09640.1	286.91	434.4013333	0.1383	0.1098	0.0146	0.1333	both
AT4G09650.1	465.9	6366.343333	0.1158	0.1676	0.0163	0.0975	both
AT4G09670.1	640.82	1099.43	0.182	0.0692	0.0138	0.1997	both
AT4G09720.4	3814.88	1266.506667	0.1155	0.0609	0.0085	0.1394	both
AT4G09800.1	4127.4	4643.02875	0.1004	0.001	2e-04	0.1849	both
AT4G09830.1	2497.56	5255.193333	0.151	0.079	0.012	0.1525	both
AT4G09900.1	0	458.9643333	0.1911	0.0736	0.0156	0.2125	D
AT4G09970.2	0	654.358	0.3412	0.3104	0.0742	0.2389	D
AT4G09990.1	0	1708.543333	0.2842	0.2438	0.0528	0.2165	D
AT4G10030.1	1855.64	479.07	0.1982	0.24	0.0358	0.1491	both
AT4G10050.1	1044.12	710.983	0.1831	0.1236	0.0224	0.1812	both
AT4G10060.1	0	1694.803333	0.2126	0.2375	0.0394	0.1657	D
AT4G10070.1	1047.36	355.564	0.2456	0.3703	0.0574	0.155	both
AT4G10120.2	0	1494.125389	0.1401	0.0973	0.0139	0.1426	D
AT4G10130.1	0	545.9166667	0.1849	0.1306	0.0305	0.2333	D
AT4G10170.2	309.86	429.3556667	0.1409	0.1969	0.028	0.1425	both
AT4G10180.1	489.8	880.0076667	0.1909	0.1428	0.0269	0.1881	both
AT4G10310.1	0	1891.833333	0.215	0.1989	0.0353	0.1772	D
AT4G10340.1	957.97	16638.66667	0.1075	0.0137	0.0017	0.1219	both
AT4G10390.1	0	723.5066667	0.2548	0.0943	0.0252	0.2673	D
AT4G10440.1	3435.61	0	0.1413	0.0533	0.0091	0.1702	H
AT4G10480.2	4004.31	2398.7	0.165	0.0644	0.0125	0.1936	both
AT4G10500.1	0	800.9302727	0.2327	0.1482	0.0308	0.2078	D
AT4G10610.2	1647.6	2093.106667	0.151	0.1009	0.015	0.1488	both
AT4G10770.1	0	929.3916667	0.1399	0.0459	0.0071	0.1553	D
AT4G10790.1	453.53	974.2086667	0.2023	0.1767	0.0311	0.176	both
AT4G10840.2	920.51	3056.29	0.1808	0.022	0.0046	0.2077	both
AT4G10890.1	447.42	424.9036667	0.244	0.4725	0.0622	0.1317	both
AT4G10920.2	1142.39	680.2585	0.1565	0.3412	0.0371	0.1088	both
AT4G10950.1	261.16	126.247	0.1405	0.0446	0.0069	0.1558	both
AT4G11010.1	3054.53	4110.07	0.1297	0.0395	0.0058	0.1474	both
AT4G11030.1	2001.42	0	0.1622	0.0929	0.0166	0.1784	H
AT4G11050.1	1526.68	0	0.1725	0.0986	0.017	0.1721	H
AT4G11080.1	557.08	159.5332909	0.301	0.2552	0.0666	0.2609	both
AT4G11090.1	542.51	385.7913333	0.2452	0.0664	0.0196	0.2943	both
AT4G11120.1	651.95	441.3836667	0.1362	0.0973	0.0146	0.1497	both
AT4G11130.1	843	267.2736667	0.1597	0.1753	0.0241	0.1374	both
AT4G11150.1	2607.43	8762.226667	0.0713	0.0228	0.002	0.087	both
AT4G11160.1	2250.44	741.8003333	0.139	0.1526	0.0183	0.1198	both
AT4G11230.1	98.47	320.0203333	0.2691	0.2825	0.0553	0.1956	both
AT4G11240.1	789.22	994.9826667	0.1644	0.0459	0.0085	0.1861	both
AT4G11280.1	1335.76	1481.381333	0.164	0.0434	0.0088	0.2039	both
AT4G11300.1	0	423.065	0.1648	0.1802	0.0259	0.1437	D
AT4G11350.2	1440.54	258.4413333	0.1853	0.0725	0.0149	0.2059	both
AT4G11380.2	3315.57	1446.893333	0.1315	0.0746	0.0102	0.1371	both
AT4G11420.1	1488.25	1192.591	0.1793	0.1586	0.0266	0.1676	both
AT4G11450.1	0	291.699	0.1663	0.1443	0.0231	0.1603	D
AT4G11460.1	0	137.03	0.205	0.352	0.046	0.1306	D
AT4G11570.2	881.42	1767.445361	0.1747	0.0382	0.0091	0.2389	both
AT4G11600.1	5430.48	4756.546667	0.1808	0.0528	0.0115	0.2183	both
AT4G11610.1	0	284.786	0.1625	0.0374	0.0068	0.1815	D
AT4G11640.1	190.44	209.72	0.2333	0.1102	0.0263	0.2385	both
AT4G11650.1	0	4915.082909	0.2447	0.06	0.0155	0.2589	D
AT4G11670.1	575.46	969.151	0.1157	0.186	0.0181	0.0971	both
AT4G11690.1	795.75	0	0.2209	0.2667	0.0439	0.1645	H
AT4G11740.1	813.6	722.416	0.1894	0.2255	0.0335	0.1488	both
AT4G11790.1	487.63	378.891	0.2901	0.4597	0.0746	0.1622	both
AT4G11840.1	0	168.5376667	0.2135	0.1338	0.029	0.2168	D
AT4G11860.1	1270.45	689.8753333	0.1451	0.1743	0.0229	0.1314	both
AT4G11960.2	0	1400.54	0.1569	0.0522	0.0098	0.1884	D
AT4G11970.3	1329.01	266.038875	0.3583	0.2299	0.0715	0.3108	both
AT4G11980.1	0	353.929	0.1464	0.1353	0.0182	0.1341	D
AT4G12000.1	719.77	691.887	0.2419	0.1919	0.0411	0.214	both
AT4G12010.1	0	283.3073333	0.1972	0.1705	0.0296	0.1735	D
AT4G12030.2	218.95	2299.006667	0.1913	0.1772	0.0279	0.1575	both
AT4G12040.2	2193.35	2005.246667	0.2367	0.0291	0.0096	0.3313	both
AT4G12070.1	0	1094.563333	0.1384	0.0309	0.0048	0.155	D
AT4G12080.1	0	1675.473333	0.2009	0.214	0.0319	0.1491	D
AT4G12120.1	1516.04	306.7476667	0.1285	0.0976	0.0133	0.1364	both
AT4G12130.1	1643.44	140.4416667	0.1633	0.1224	0.0188	0.1533	both
AT4G12230.1	1339	656.275	0.1404	0.1207	0.0163	0.1351	both
AT4G12240.1	153.27	149.5463333	0.2106	0.1292	0.0297	0.2299	both
AT4G12250.1	1009.23	519.652	0.1725	0.0038	0.001	0.2609	both
AT4G12300.1	0	1142.553333	0.199	0.1373	0.0245	0.1786	D
AT4G12340.1	940.76	987.9855	0.2962	0.2265	0.0542	0.2391	both
AT4G12360.1	0	703.461	0.3143	0.7099	0.0926	0.1304	D
AT4G12390.1	0	1517.94	0.1617	0.1821	0.0235	0.1292	D
AT4G12460.2	122.19	321.491	0.1533	0.2146	0.0279	0.13	both
AT4G12570.1	1376.83	1372.36	0.207	0.217	0.0374	0.1725	both
AT4G12650.1	2650.8	2616.986667	0.1098	0.0228	0.0027	0.1181	both
AT4G12690.2	549.75	494.37	0.1934	0.0813	0.0206	0.2533	both
AT4G12700.1	255.8	153.5806667	0.1656	0.2612	0.0335	0.1284	both
AT4G12720.4	982.48	2874.300333	0.0916	0.1896	0.0146	0.0769	both
AT4G12730.1	0	4597.873333	0.133	0.1535	0.0183	0.1189	D
AT4G12750.1	1264.69	440.3993333	0.144	0.3217	0.0323	0.1004	both
AT4G12760.1	233.92	757.515	0.2186	0.2422	0.0437	0.1803	both
AT4G12790.5	856.38	908.0461818	0.1446	0.0896	0.0133	0.1489	both
AT4G12830.1	0	727.3381389	0.1518	0.1124	0.0163	0.1453	D
AT4G12840.2	0	439.9003333	0.2762	0.2481	0.0548	0.2209	D
AT4G12860.1	2098.92	0	0.0581	0.1811	0.0087	0.0483	H
AT4G12910.1	0	474.9144444	0.2463	0.1738	0.0399	0.2293	D
AT4G13000.1	964.07	206.4566667	0.2343	0.1644	0.0342	0.2081	both
AT4G13010.1	5832.57	2854.576667	0.1665	0.1062	0.0161	0.1518	both
AT4G13030.2	1269.98	1924.023333	0.3004	0.3521	0.0697	0.1979	both
AT4G13050.1	1056.83	389.64	0.1421	0.1678	0.0214	0.1277	both
AT4G13100.5	0	337.5676667	0.4005	0.3915	0.0958	0.2447	D
AT4G13160.1	0	303.174	0.2629	0.2939	0.0579	0.1972	D
AT4G13180.1	0	1346.499182	0.1654	0.1126	0.0166	0.1477	D
AT4G13190.1	1664.06	0	0.2051	0.1899	0.0324	0.1708	H
AT4G13210.2	292.54	209.9283333	0.1561	0.0951	0.016	0.1682	both
AT4G13240.1	2548.22	0	0.1399	0.0839	0.0123	0.1466	H
AT4G13250.2	486.59	2209.031417	0.1221	0.0422	0.0063	0.1485	both
AT4G13260.1	812.78	310.7565278	0.1673	0.1378	0.021	0.1524	both
AT4G13270.1	532.69	1251.48	0.2038	0.1106	0.0246	0.2228	both
AT4G13330.1	220.01	247.3686667	0.2375	0.2331	0.0429	0.1841	both
AT4G13345.2	0	402.849	0.1558	0.0814	0.0135	0.1662	D
AT4G13360.1	998.91	640.685875	0.1705	0.146	0.0223	0.1525	both
AT4G13440.1	0	325.0293333	0.2037	0.0745	0.0172	0.2315	D
AT4G13450.2	3320.38	0	0.1561	0.0627	0.0105	0.1672	H
AT4G13460.2	487.35	639.9803333	0.2223	0.2571	0.0451	0.1753	both
AT4G13480.1	0	199.798	0.1534	0.1319	0.0214	0.1619	D
AT4G13510.1	1064.52	3116.246667	0.2848	0.0551	0.0167	0.3036	both
AT4G13530.2	0	4239.133333	0.1492	0.1808	0.0259	0.143	D
AT4G13550.1	0	611.6465	0.2261	0.2147	0.0401	0.1867	D
AT4G13600.1	0	170.7466667	0.1927	0.1712	0.0252	0.1471	D
AT4G13630.2	0	287.1823333	0.2874	0.2775	0.0606	0.2185	D
AT4G13690.1	1233.88	0	0.2483	0.3248	0.0567	0.1746	H
AT4G13700.1	603.55	0	0.2846	0.119	0.0344	0.2893	H
AT4G13710.2	0	364.2805	0.1058	0.0391	0.0048	0.1228	D
AT4G13720.1	899.2	680.44	0.1305	0.084	0.0112	0.1328	both
AT4G13770.1	0	8842.64	0.1255	0.0309	0.0045	0.1452	D
AT4G13780.1	1501.96	1710.44	0.0958	0.202	0.016	0.0793	both
AT4G13800.1	637.63	0	0.145	0.0277	0.0043	0.1537	H
AT4G13830.2	540.91	2929.633333	0.1774	0.1239	0.0227	0.1829	both
AT4G13840.1	0	2333.603333	0.2384	0.2652	0.0469	0.1768	D
AT4G13980.1	1402.26	273.715	0.13	0.119	0.0156	0.1313	both
AT4G14000.1	841.76	736.4826667	0.1904	0.2278	0.033	0.1449	both
AT4G14060.1	0	1551.725875	0.1932	0.1017	0.0208	0.2045	D
AT4G14100.1	563.26	516.3026667	0.2626	0.1997	0.0421	0.2106	both
AT4G14130.1	0	2707.33	0.1979	0.1	0.0206	0.2056	D
AT4G14160.3	1406.54	1844.353333	0.1457	0.3829	0.035	0.0914	both
AT4G14190.1	0	364.4536667	0.2249	0.2242	0.0417	0.1858	D
AT4G14210.2	362.93	1342.078056	0.1019	0.0522	0.0057	0.1094	both
AT4G14220.1	536.89	412.1303333	0.1812	0.184	0.0285	0.1551	both
AT4G14230.1	1313.87	819.3643333	0.1596	0.0967	0.0151	0.1556	both
AT4G14240.2	915.74	541.739	0.1502	0.0695	0.0113	0.1631	both
AT4G14300.1	976.9	951.7583333	0.1335	0.1558	0.0208	0.1334	both
AT4G14330.1	332.06	0	0.1723	0.077	0.0162	0.2109	H
AT4G14360.2	1868.97	1117.351667	0.1352	0.0372	0.0064	0.1735	both
AT4G14365.1	123.98	3458.67	0.2226	0.6498	0.0653	0.1005	both
AT4G14410.2	1345.03	2773.533333	0.2603	0.2114	0.0491	0.2325	both
AT4G14480.1	909.39	381.334	0.1851	0.1073	0.0198	0.185	both
AT4G14490.1	1255.33	0	0.341	0.4034	0.0869	0.2154	H
AT4G14500.2	2181.1	1786.83	0.1521	0.0875	0.0138	0.1577	both
AT4G14510.1	319.95	265.6156667	0.179	0.2362	0.0336	0.1422	both
AT4G14540.1	0	559.7103333	0.0876	0.0269	0.0028	0.1047	D
AT4G14550.1	0	519.738	0.0951	0.247	0.0181	0.0734	D
AT4G14590.1	0	221.066	0.2372	0.2843	0.0497	0.1748	D
AT4G14650.1	0	476.308	0.2774	0.6545	0.0822	0.1256	D
AT4G14680.1	573.58	1142.816	0.2154	0.0734	0.0173	0.2362	both
AT4G14690.1	0	503.047	0.1997	0.1847	0.0284	0.1538	D
AT4G14750.1	0	613.135	0.1323	0.0841	0.0126	0.1495	D
AT4G14760.1	0	1016.042333	0.1774	0.3331	0.0405	0.1215	D
AT4G14770.1	1037.86	0	0.2201	0.2437	0.0414	0.17	H
AT4G14800.2	2152.95	1308.77	0.1506	0.1395	0.019	0.1362	both
AT4G14820.1	414.55	192.0713333	0.218	0.3214	0.0478	0.1486	both
AT4G14840.1	667.61	0	0.268	0.393	0.0644	0.1638	H
AT4G14850.1	478.86	139.545	0.1771	0.1619	0.0255	0.1576	both
AT4G14880.4	1625.79	5168.736667	0.1245	0.0182	0.0028	0.1528	both
AT4G14890.1	105.36	2803.569167	0.3009	0.1713	0.0399	0.2333	both
AT4G14930.1	1211.3	717.745	0.1672	0.1563	0.0234	0.1494	both
AT4G14940.1	71.82	364.7716667	0.1952	0.1414	0.0255	0.1805	both
AT4G15010.3	0	541.3326667	0.1531	0.1257	0.0176	0.1399	D
AT4G15093.1	3598.48	2471.83	0.1622	0.1904	0.0266	0.1399	both
AT4G15110.1	148.63	887.3793333	0.1389	0.1966	0.0229	0.1165	both
AT4G15210.2	0	1599.396667	0.1586	0.0769	0.0129	0.1682	D
AT4G15250.1	713.81	0	0.2363	0.2221	0.0418	0.1881	H
AT4G15290.1	0	1983.043333	0.281	0.3313	0.0612	0.1846	D
AT4G15370.1	0	225.581	0.2723	0.1272	0.0338	0.2658	D
AT4G15400.1	0	342.5867273	0.281	0.3593	0.0628	0.1747	D
AT4G15415.2	795.77	558.5116667	0.1699	0.0378	0.0079	0.2091	both
AT4G15430.2	0	482.643	0.1173	0.065	0.0079	0.1217	D
AT4G15440.1	0	2900.955	0.2204	0.2606	0.0407	0.1563	D
AT4G15470.1	4000.21	5031.86	0.1362	0.0797	0.0098	0.1226	both
AT4G15475.1	1183.25	578.3186667	0.1712	0.1571	0.0241	0.1537	both
AT4G15480.1	0	731.3113333	0.2399	0.1539	0.0325	0.2114	D
AT4G15490.1	0	1390.57	0.1944	0.2215	0.0332	0.1499	D
AT4G15500.1	0	707.7706667	0.3004	0.2651	0.0575	0.2169	D
AT4G15520.1	588.95	458.3888182	0.1709	0.057	0.0104	0.1828	both
AT4G15550.1	0	696.68	0.1977	0.1675	0.0283	0.169	D
AT4G15560.1	271.16	4395.966667	0.128	0.0454	0.0068	0.151	both
AT4G15620.1	0	307.8885	0.172	0.1937	0.027	0.1393	D
AT4G15630.1	0	1449.563333	0.1895	0.2589	0.0352	0.1358	D
AT4G15640.1	765.53	681.48625	0.1321	0.1928	0.022	0.1143	both
AT4G15650.1	2857.84	0	0.3928	0.6438	0.1144	0.1777	H
AT4G15730.1	2433.62	0	0.1773	0.7526	0.0549	0.0729	H
AT4G15740.1	0	510.155	0.2823	0.3222	0.0587	0.1824	D
AT4G15750.1	198.19	0	0.5719	2.256	0.224	0.0993	H
AT4G15770.1	2399.24	1575.653333	0.119	0.0129	0.0023	0.1767	both
AT4G15810.1	0	77.48753333	0.3649	0.5474	0.1021	0.1865	D
AT4G15820.1	366.78	268.8593333	0.3275	0.3737	0.0789	0.211	both
AT4G15830.1	765.91	374.46	0.1727	0.1897	0.027	0.142	both
AT4G15850.1	381.83	186.446625	0.1228	0.0872	0.0112	0.1287	both
AT4G15880.1	972.64	551.279	0.1803	0.1264	0.025	0.1978	both
AT4G15890.1	826.56	484.0814545	0.1211	0.2348	0.0222	0.0944	both
AT4G15900.1	853.81	1598.786667	0.112	0.1024	0.0114	0.1111	both
AT4G15920.1	154.75	2768.48	0.1642	0.1369	0.0198	0.145	both
AT4G15940.1	2026.52	1206.706667	0.1929	0.1408	0.0235	0.167	both
AT4G16060.1	281.71	949.873	0.2079	0.1823	0.0321	0.1762	both
AT4G16120.1	0	492.4	0.1982	0.0931	0.0179	0.1917	D
AT4G16130.1	1783.93	1122.205	0.1055	0.1046	0.0107	0.1024	both
AT4G16160.2	2875.44	0	0.1572	0.0642	0.0104	0.162	H
AT4G16260.1	0	3432.35	0.1776	0.1198	0.0194	0.1618	D
AT4G16280.4	0	452.33	0.1996	0.2954	0.0418	0.1414	D
AT4G16330.2	931.31	965.903	0.4097	0.2815	0.0871	0.3093	both
AT4G16340.1	274.56	392.5506667	0.085	0.0582	0.0056	0.097	both
AT4G16350.1	0	481.0633333	0.12	0.1814	0.0207	0.114	D
AT4G16370.1	0	981.196	0.13	0.0573	0.0077	0.1351	D
AT4G16400.1	0	479.568	0.3588	0.6296	0.1033	0.164	D
AT4G16410.1	0	3162.1875	0.2131	0.3551	0.0465	0.1309	D
AT4G16420.3	2114.06	1044.053667	0.1113	0.038	0.006	0.1585	both
AT4G16444.1	1338.4	755.7183333	0.1072	0.1711	0.0157	0.092	both
AT4G16460.3	621.02	0	0.2006	0.4526	0.0517	0.1143	H
AT4G16600.1	490.48	555.785	0.1828	0.2933	0.0361	0.1231	both
AT4G16640.1	0	164.2823333	0.1835	0.1433	0.0242	0.1691	D
AT4G16650.1	276.06	392.3193333	0.0794	0.0891	0.0073	0.0823	both
AT4G16660.1	1008.93	705.1913333	0.1217	0.0935	0.0117	0.1247	both
AT4G16690.1	180.44	939.344	0.1761	0.2984	0.0367	0.1229	both
AT4G16745.2	6665.11	300.8193333	0.2787	0.276	0.0564	0.2042	both
AT4G16750.1	0	134.5556	0.1454	0.1064	0.0137	0.1284	D
AT4G16760.2	2643.82	1628.936667	0.1213	0.0702	0.0095	0.1351	both
AT4G16770.1	0	1066.91	0.1435	0.3394	0.0311	0.0918	D
AT4G16790.1	0	674.4236667	0.2239	0.2076	0.038	0.1829	D
AT4G16800.1	701.63	361.009	0.1485	0.0702	0.0116	0.165	both
AT4G16830.3	905.66	2933.506667	0.1218	0.2633	0.0245	0.093	both
AT4G16850.1	554.42	411.3066667	0.2032	0.1667	0.0269	0.1615	both
AT4G16970.1	638.31	0	0.213	0.6672	0.0634	0.095	H
AT4G17000.1	250.49	0	0.1781	0.3961	0.044	0.111	H
AT4G17010.1	912.28	320.8	0.1387	0.1906	0.0207	0.1088	both
AT4G17020.3	0	165.3290167	0.0866	0.3035	0.0177	0.0585	D
AT4G17030.1	0	1257.338	11.2608	1.0974	3.8411	3.5	D
AT4G17040.1	725.92	2606.976111	0.1225	0.0418	0.0059	0.1422	both
AT4G17060.1	3473.33	656.9413333	0.0879	0.1174	0.0111	0.0943	both
AT4G17140.3	854.74	1370.34	0.085	0.1792	0.0133	0.0741	both
AT4G17170.1	3681.72	2321.66	0.0575	0.001	1e-04	0.085	both
AT4G17180.1	366.96	422.455	0.1738	0.118	0.0195	0.165	both
AT4G17190.2	1469.4	620.9309091	0.0874	0.0509	0.0052	0.1024	both
AT4G17215.1	0	1513.362727	0.2292	0.1255	0.0272	0.2168	D
AT4G17260.1	649.96	1113.98	0.1924	0.0371	0.0079	0.2124	both
AT4G17270.1	738.85	801.555	0.0693	0.0948	0.0075	0.0789	both
AT4G17340.1	0	9782.67	0.1627	0.0242	0.0039	0.1625	D
AT4G17360.1	1117.82	0	0.1113	0.095	0.0109	0.1147	H
AT4G17370.1	354.75	683.6275	0.1071	0.2276	0.018	0.079	both
AT4G17420.3	739.83	418.687	0.1318	0.1449	0.0175	0.1206	both
AT4G17430.1	686.81	314.6879444	0.1608	0.1508	0.0236	0.1564	both
AT4G17483.1	6418.01	0	0.1829	0.2723	0.0355	0.1304	H
AT4G17486.2	949.01	658.8459091	0.0943	0.2453	0.018	0.0733	both
AT4G17490.1	622.58	0	0.1601	0.3599	0.0359	0.0998	H
