Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	ZT00	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Conserved oligomeric Golgi complex subunit 5	Cog5	Q8C0L8	1435298_at	-0.679784089	0.063695627	-1.768755995	0.12285258	0.604915259	0.141048249	0.05313442	0.229483836	0.172863877	0.283333886	0.184834486	0.338305118	0.330519628	-0.128689329	0.194063738	0.008421014
Catenin delta-1	Ctnnd1	E9Q8Z8;E9Q8Z6;P30999;G3X9V2;E9Q904;E9Q901;D3Z2H2;E9Q8Z9;E9Q8Z4;E9Q8Z5;P30999-3;P30999-2;E9Q903;E9Q905;E9Q907;D3Z7H6;E9Q986;E9Q906;D3Z2H7	1437448_s_at	-0.014926544	-0.079292767	-0.118226814	-0.090040415	0.194162767	0.012358975	0.003886079	-0.001441974	-0.005902957	-0.036327492	-0.076148597	-0.08719125	-0.068877141	-0.040120917	-0.018776585	-0.239398042
Serine/threonine-protein kinase RIO3	Riok3	Q9DBU3	1422650_a_at	0.085910075	0.133432218	0.252793083	0.12536826	-0.034779158	-0.07299756	0.056341176	0.170702463	0.010439511	-0.096396804	-0.042784398	0.067591051	-0.060877473	-0.093560176	0.166373134	0.078746493
Actin-related protein 2/3 complex subunit 1A	Arpc1a	Q9R0Q6;D3YVI5	1416079_a_at	-0.354339313	-0.255682003	-0.108089492	-0.100977648	-0.093424959	-0.005902957	-0.071625394	-0.15367565	-0.122208862	0.014426708	-0.089498151	-0.034215715	-0.076832696	-0.321581807	-0.039138394	-0.157949154
Profilin-1;Profilin	Pfn1	P62962;Q5SX49;CON__P02584	1449018_at	-0.034497464	-0.083519749	-0.117960953	-0.098419558	-0.105812151	-0.059216817	-0.134483822	-0.092342769	-0.126840735	-0.125783332	-0.179001399	-0.117960953	-0.08106688	-0.091530593	-0.10259095	-0.099766486
Dehydrogenase/reductase SDR family member 7	Dhrs7	Q9CXR1	1426440_at	NA	NA	0.043779752	-0.358283723	NA	NA	NA	0.906737317	-0.16542962	NA	-0.830660974	NA	NA	NA	NA	NA
DNA repair protein complementing XP-G cells homolog	Ercc5	E9Q7X2;E9QM61;P35689	1450935_at	NA	-0.449217992	NA	NA	NA	NA	NA	NA	NA	NA	-1.741402266	-0.806860199	0.127777989	-0.708143082	NA	0.633882051
AP-3 complex subunit delta-1	Ap3d1	O54774	1417964_at	-0.223916751	-0.161952159	-0.017351842	-0.081884967	-0.148999163	-0.027012465	-0.059216817	-0.111432005	-0.084880654	-0.102456577	-0.171847314	-0.111432005	-0.021195425	-0.193204014	-0.138159145	-0.156784908
Quinone oxidoreductase	Cryz	P47199;D3YUG9;D3Z2X0;D3Z4Q4;D3YWU6	1451848_a_at	-0.12498977	-0.135140816	-0.164013889	-0.112366523	-0.081612323	-0.158983251	-0.144568518	-0.097610797	-0.109026176	-0.142609487	-0.108357178	-0.147567207	-0.042083959	-0.126972856	-0.07956585	0.003567865
BAG family molecular chaperone regulator 5	Bag5	Q8CI32;E0CYW3;E0CX76	1452628_at	0.074851263	-0.043624477	0.12639151	-0.133037379	0.142783338	-0.073683154	-0.149779631	-0.015354834	0.010701106	-0.060877473	-0.166329818	-0.118226814	-0.194717463	-0.019630756	-0.119820952	0.148193002
Serine/threonine-protein phosphatase 6 catalytic subunit	Ppp6c	Q9CQR6	1424346_at	-0.133695033	-0.127104965	0.0375028	-0.184724621	0.020955115	-0.079019633	-0.201382936	-0.193708673	-0.154453593	-0.271784214	-0.102322191	0.037058662	-0.208267529	-0.074368422	0.059750544	-0.078883047
Mitochondrial tRNA-specific 2-thiouridylase 1	Trmu	Q9DAT5;F7CCK8;E0CZ49	1452786_at	0.347821007	0.383774062	0.448922087	0.336573399	0.365090814	0.344245189	0.414287493	0.176641932	0.410620005	0.693084524	0.250525801	0.51543905	0.550486166	0.395283404	0.463051912	0.206628451
Ig mu chain C region membrane-bound form;Ig mu chain C region secreted form	Igh-6	P01873;P01872	1442544_at	0.510107736	-0.005902957	-0.188907267	-0.698485208	-0.722553458	-0.189033824	-0.520547968	-0.306728867	-0.480678739	-0.524866065	-0.266636643	-0.980902719	-0.741402266	0.652878646	-0.540424105	-0.501821265
40S ribosomal protein S20	Rps20	P60867	1456436_x_at	0.089405475	0.129954928	0.105938941	0.079401803	0.089374777	0.209761775	0.089697141	0.116128982	0.03842112	0.074380288	0.075702446	0.078517967	0.005507166	-0.010063683	-0.032524066	-0.183073576
Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	Atic	Q9CWJ9	1428506_at	0.023416402	-0.025595836	-0.056167306	-0.020057652	-0.052555009	-0.06502077	-0.042644337	0.043155286	-0.079292767	-0.057554246	-0.161823203	-0.010206943	-0.135009441	-0.036468167	-0.12763328	-0.017921908
Proline dehydrogenase 1, mitochondrial	Prodh	Q9WU79;F6PYI8;F6XMC0;F6YFQ5;E9PUR5	1417629_at	0.122538428	0.054527134	0.173042786	0.272210211	0.570078792	0.138362183	0.31130936	0.07501842	0.055696255	0.177180132	0.795859283	0.177082263	0.107119415	0.113707395	0.237064445	0.311595812
Uncharacterized protein C6orf203 homolog	1700021F05Rik	Q9CQF4;D3Z316	1421019_at	-0.183708817	NA	-0.21896711	NA	NA	NA	NA	NA	-0.078336571	-0.379620962	NA	NA	NA	NA	NA	NA
L-asparaginase	Asrgl1	Q8C0M9	1424396_a_at	-0.533064922	-0.411751629	-0.534958027	-0.440739631	-0.678612814	-0.373174891	-0.630312271	-0.494159564	-0.475499987	-0.515611539	-0.571531198	-0.653243496	-0.49559284	-0.552278691	-0.357157849	-0.46727948
Transmembrane emp24 domain-containing protein 9	Tmed9	E9PWI2;Q99KF1;Q8BLM5	1439448_x_at	0.55412501	0.442300738	0.384376542	0.425249365	0.078533201	0.5049803	0.429129092	0.6127257	0.286480134	0.435377948	0.455297014	0.47808491	0.009800257	0.39071782	0.475615315	0.113598129
28S ribosomal protein S11, mitochondrial	Mrps11	Q3U8Y1;Q9DCA2	1460195_at	0.122711203	0.139585391	0.147457757	0.045848367	0.169290355	0.358842441	0.119463355	0.218665468	0.125635809	0.480880851	0.267774223	0.126769508	0.208744365	0.005174115	0.030324537	-0.142870845
Protein transport protein Sec31A	Sec31a	Q3UPL0;Q3UPL0-2;Q3UPL0-3;E9Q9G9	1453014_a_at	0.129954928	0.133163219	0.116691997	0.081827514	0.037991511	0.20551343	0.125258107	0.082071837	0.042620245	0.098289311	0.070390771	0.117145697	0.110246123	0.136791008	0.135871317	0.075930527
Cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	Q6PDL0	1433925_at	0.06078847	-0.058524312	0.031164585	-0.171847314	0.01922886	0.01346528	-0.111832587	0.037103069	-0.270110276	0.031297269	0.009872885	0.138536863	-0.098284796	-0.539233271	-0.01306915	-0.109828565
Signal recognition particle 68 kDa protein	Srp68	Q8BMA6;A2AAN2	1433708_at	0.014965971	0.03479568	0.20767769	0.038524838	-0.02672925	0.239497995	0.115722496	0.016482816	-0.019061365	0.074517007	-0.007626092	0.143213454	0.098922658	-0.03885755	0.07501842	-0.049770152
Complement C1r-A subcomponent;Complement C1r-A subcomponent heavy chain;Complement C1r-A subcomponent light chain;Complement C1r-B subcomponent;Complement C1r-B subcomponent heavy chain;Complement C1r-B subcomponent light chain	C1ra;C1rb	Q8CG16;F6QBW6;Q8CFG9;F8WHL5	1417009_at	0.363029754	0.143085999	0.02898442	0.060698186	-0.000576963	0.25239777	-0.052137623	0.221253142	0.204814901	0.020530674	0.00553613	0.098026786	0.133131575	0.394486702	0.071087761	0.076675843
Supervillin	Svil	Q8K4L3;E9PVA9;E9Q3Z5;Q8K4L2;E9Q983;F6R6A4	1460735_at	0.056776285	0.144042186	-0.031395196	-0.025737561	0.110760111	0.047204249	-0.001009533	0.159492454	-0.028993412	0.057436702	0.010933674	-0.166329818	0.101133828	-0.120484657	0.123999815	0.001891169
Vacuolar protein sorting-associated protein 11 homolog	Vps11	Q91W86	1428109_at	-0.034215715	0.29042703	-0.038576651	0.124141318	0.062053041	0.225210832	0.033584299	0.142385197	0.269912232	-0.020911066	-0.149389449	0.348757685	0.197219483	0.339765022	0.077984879	0.030516084
Protein dpy-30 homolog	Dpy30	Q99LT0	1423767_at	-0.136322654	-0.002018361	-0.246590503	-0.139469495	-0.187514398	-0.014355293	-0.18599337	-0.201006466	-0.082975027	-0.264596479	-0.200253232	-0.210887549	-0.075327251	-0.156008221	-0.069702167	-0.119289768
V-type proton ATPase subunit G 1	Atp6v1g1	Q9CR51	1423255_at	0.040630443	0.152772736	0.497710139	0.109218695	-0.042924445	0.219841108	0.23898712	0.363790703	0.432843996	0.236095571	0.479995219	0.342195386	-0.056167306	0.287976569	0.25379044	0.032167389
General vesicular transport factor p115	Uso1	Q9Z1Z0;Q9Z1Z0-2;Q9Z1Z0-4;Q9Z1Z0-3	1424274_at	0.069391328	0.149200577	0.089589678	0.102929997	0.094310226	0.236163541	0.110915901	0.061255028	0.127604606	0.023841693	0.0185857	0.120231509	0.143819019	0.024003042	0.099324437	0.047994526
14 kDa phosphohistidine phosphatase	Phpt1	Q9DAK9	1427903_at	-0.193582525	-0.330214177	-0.324465006	-0.394184847	-0.163369914	-0.349365278	-0.216610069	-0.335254565	-0.177343788	-0.227741076	-0.234991741	-0.250233981	-0.296193073	-0.42921423	-0.365692537	-0.391877677
	Osgep	E9QMF4;E0CXW7;E0CYK9	1457654_at	-0.336740407	-0.343578377	-0.436801474	-0.44763209	-0.241962182	-0.304978236	-0.456806149	-0.317651385	-0.183708817	-0.729705026	-0.42234066	-0.073683154	-0.22650853	-0.396707521	-0.236829335	-0.33330923
Fragile X mental retardation syndrome-related protein 1	Fxr1	Q61584;Q61584-3;Q61584-4;F6R9D8;F6YLE3;Q61584-7;F8WHA2;Q61584-6;Q61584-5;F8WH60;Q61584-2;F7BNV1;E9PVJ4	1417598_a_at	0.058578134	0.056731268	-0.121678557	-0.114766793	-0.012926174	-0.024035935	0.043036371	-0.055056793	0.018074301	-0.060185765	-0.076011739	-0.011781859	-0.034638318	0.071891234	0.069209686	-0.180529813
Serine/threonine-protein phosphatase 6 regulatory subunit 2	Ppp6r2	Q8R3Q2;G3X9K4;Q6A018	1453325_at	-0.321928095	-0.428571222	NA	-0.25664839	-0.031112841	-0.540324906	-0.369047643	-0.236217064	1.650453548	NA	NA	-0.467070757	-0.674008609	-0.442863897	NA	NA
Galectin-8	Lgals8	A8DIL0;Q9JL15;Q8C6H0	1422662_at	0.371870338	-0.079838881	-0.456280482	-0.234869152	NA	0.164480099	0.082438398	0.032049376	0.442320341	NA	-0.158207748	-0.184470737	NA	0.049860102	-0.645978275	NA
Trafficking protein particle complex subunit 1	Trappc1	B1ASW6;Q5NCF2;B1ASW5	1436019_a_at	-0.346531462	-0.309059743	-0.347779027	-0.011781859	-0.109427427	0.041951722	-0.238664592	-0.109561152	-0.017494379	NA	0.054706938	NA	-0.119820952	NA	0.299098693	NA
PCI domain-containing protein 2	Pcid2	E9QMF9;Q8BFV2;E9Q1N1	1435587_at	1.917024973	-0.407624676	-0.328836464	NA	-0.038155201	-0.309641873	NA	-0.334453862	NA	-0.058939855	0.078411334	-0.388905884	-0.128557365	NA	-0.014355293	0.279598944
	Fbxw9	F8VPX2	1428120_at	0.009887411	-0.238175419	0.00771013	-0.223793216	0.181002233	-0.158466295	-0.206268125	-0.363899952	-0.173767068	NA	NA	-0.165300975	0.140109941	0.716813093	NA	NA
Segment polarity protein dishevelled homolog DVL-1	Dvl1	P51141;Q60838	1437301_a_at	-0.006908369	-0.162081103	-0.166843964	-0.117828004	NA	-0.067638717	-0.071076162	-0.237441347	-0.027720258	-0.195599575	NA	-0.289952472	-0.167229454	-0.169283661	NA	NA
La-related protein 4B	Larp4b	Q6A0A2;Q6A0A2-3;Q6A0A2-2	1434598_at	0.038776756	0.202621724	0.184604919	0.234753822	0.081583233	0.478627583	0.145429784	NA	0.397790194	0.188709831	NA	0.143229386	0.147281993	1.371870338	NA	NA
Alpha-ketoglutarate-dependent dioxygenase FTO	Fto	Q8BGW1;Q8BGW1-2;Q8BGW1-3;Q8BGW1-4;E9Q1E4;D3Z127	1448223_at	-0.458277001	NA	-0.023610215	0.537445051	-0.14404637	-0.122341408	0.001660054	0.273970987	0.007014094	0.99240261	0.454071157	0.643427953	NA	0.324852514	NA	NA
LETM1 domain-containing protein 1	Letmd1	Q924L1;Q924L1-2;Q924L1-3	1441021_at	0.445853233	NA	-0.079019633	0.506557609	0.355903766	NA	0.219656301	0.53069747	0.45739525	0.486367771	0.414922088	NA	0.554463974	NA	0.665408843	1.896039161
Cleavage stimulation factor subunit 1	Cstf1	Q99LC2;A2APA3	1417117_at	NA	0.027248537	-0.061845307	-0.111432005	-1.995810106	0.377238286	NA	0.261119778	NA	0.206761645	-0.27596058	NA	0.152596323	-0.187641078	0.122051628	0.036170795
Histone deacetylase 10	Hdac10	G3X9I8;Q6P3E7;D3Z7T3;D3Z7T4	1441832_at	0.068801074	0.121141282	-0.310689118	0.06586852	0.083278787	NA	NA	NA	NA	NA	NA	NA	0.374635984	NA	NA	NA
AN1-type zinc finger protein 2B	Zfand2b	Q91X58;E0CY18;E0CYP5	1424521_at	-0.047259175	NA	NA	NA	0.121721954	NA	-0.056722242	NA	NA	NA	0.061074407	NA	NA	NA	-0.078063256	0.052760263
Receptor-type tyrosine-protein phosphatase C	Ptprc	F8WHG6;P06800;P06800-2;P06800-3;F8WGC7	1422124_a_at	0.157318786	-0.597983994	-0.180784391	NA	-0.156137698	NA	0.150657206	NA	-0.024603367	NA	NA	NA	NA	NA	NA	NA
UDP-glucuronosyltransferase 2A1;UDP-glucuronosyltransferase 2A2	Ugt2a1;Ugt2a2	Q80X89;Q6PDD0;D3YUX6	1421484_at	0.499320301	3.940423212	1.287501063	0.280965547	0.004189894	NA	NA	NA	0.480599	NA	NA	NA	NA	NA	NA	NA
Endoplasmic reticulum-Golgi intermediate compartment protein 2	Ergic2	Q9CR89;Q9CR89-2	1453796_a_at	NA	NA	0.447013122	-0.209390977	-0.227864273	NA	NA	-0.08011186	0.017504669	NA	NA	NA	NA	NA	NA	NA
Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	Nos1ap	Q9D3A8;E9PYK5;Q9D3A8-2;Q3TRB6;E0CYH9	1430442_at	NA	NA	NA	NA	NA	0.100607788	NA	NA	NA	-0.326077085	-0.342896037	0.076341164	-0.121015401	NA	NA	NA
Ephrin-B1	Efnb1	P52795	1418286_a_at	0.095419565	NA	NA	NA	-0.126179949	NA	-0.20451637	NA	0.296917024	NA	NA	NA	NA	NA	NA	NA
Valacyclovir hydrolase	Bphl	Q8R164;E9PXG8	1424242_at	-0.095451881	-0.141040345	-0.053667449	-0.025028794	0.016001337	-0.067363367	-0.038295698	-0.072723231	-0.032100843	-0.032524066	-0.055195654	-0.099227866	-0.04082231	-0.071488106	-0.029134804	-0.007339046
	Kidins220	E9Q9B7;E9PXC4;E9Q380;E9PXC8	1430449_at	0.386392914	-0.298892881	NA	NA	NA	0.136791008	0.627337584	0.235670832	0.36453348	NA	NA	NA	NA	NA	NA	0.03289043
	1110001A16Rik	Q8BTE5	1435755_at	NA	NA	0.044716958	NA	NA	NA	-0.170822399	NA	NA	NA	0.09175583	NA	-0.805292456	NA	NA	-0.379066399
Serine/arginine-rich splicing factor 9	Srsf9	Q9D0B0;F6RTE1	1417727_at	NA	NA	-0.23155529	-0.224040274	NA	-0.339821505	NA	NA	NA	NA	NA	-0.033933911	-0.173767068	NA	NA	NA
Nuclear export mediator factor Nemf	Nemf	Q8CCP0;Q8CCP0-2;Q8CCP0-3;Q8CCP0-4	1429446_at	NA	NA	0.672588556	NA	NA	NA	0.424377862	NA	0.604717796	NA	0.820769236	NA	NA	NA	NA	NA
Protein SCO2 homolog, mitochondrial	Sco2	Q8VCL2	1432181_s_at	NA	NA	NA	NA	NA	0.415884129	0.318721664	NA	NA	NA	0.649072837	0.569093886	-0.183327706	NA	0.417386194	NA
Golgi SNAP receptor complex member 2	Gosr2	O35166;A2A9I0	1419371_s_at	NA	NA	0.289386398	-0.38835488	-0.052694111	-0.126972856	-0.182438056	0.036037662	0.00879836	0.439891594	0.415460752	-0.140516919	-0.164657575	0.018921862	0.32041406	NA
High mobility group protein B3	Gm6104;Hmgb3	G5E920;O54879;A2AP78	1416155_at	-0.546462358	-0.562181356	-0.477055566	-0.480471945	-0.354790649	-0.387472834	-0.542901856	-0.65094833	-0.356481902	NA	-0.523662314	NA	-0.437866901	NA	-0.259543673	-0.82887526
Drebrin	Dbn1	Q9QXS6;Q9QXS6-3;Q9QXS6-2;A2CG17;A2CG18	1426024_a_at	-0.538935409	-0.623866862	-0.968864898	-0.791939065	-0.781821302	-0.646715661	-0.803888292	NA	-0.799418922	NA	-0.926303112	NA	-0.799916203	-0.415326009	-0.477159211	-0.588900488
CDGSH iron-sulfur domain-containing protein 3, mitochondrial	Cisd3	B1AR13;B2RWE3	1435017_at	-0.224781194	-0.273933569	NA	-0.078609835	-0.281787257	0.000144277	-0.270229907	-0.406318971	-0.174406419	-0.12035194	-0.064469017	-0.177088602	NA	0.026043474	NA	-0.243181602
Myosin light chain 3;Myosin light chain 1/3, skeletal muscle isoform	Myl3;Myl1	P09542;P05977;E9PWG4;P05977-2	1427769_x_at	-0.193960937	-0.060185765	-0.008200014	-0.003602237	-0.173255383	0.071967056	-0.143393419	-0.026162654	-0.074094354	NA	0.166437897	NA	-0.100977648	NA	-0.381172605	-0.129217064
	4932425I24Rik	E9PZ32	1456711_at	-0.1264443	NA	-0.025879273	0.265257869	-0.010206943	-0.006908369	-0.138159145	-0.124460486	-0.319617934	-0.070251922	NA	0.018527246	0.164852038	NA	0.522654245	-0.174917695
Factor VIII intron 22 protein	F8a;F8a1	E9Q169;Q9JJQ6;Q00558	1417412_at	NA	-0.193708673	NA	-0.097610797	NA	0.064374305	-0.158207748	-0.383165125	-0.072723231	0.035342612	-0.082293836	-0.014783753	-0.070801468	-0.032383005	-0.051720116	-0.287708686
Peptidyl-prolyl cis-trans isomerase	Gm9234	E9Q1E3;F8VPN3	1417451_a_at	-0.032806145	-0.207767938	-0.356031095	0.200746876	-0.38272258	0.040615604	0.093971432	-0.14182513	-0.227741076	NA	-0.46100461	NA	0.056731268	-0.033229161	NA	-0.308360875
Epsin-3	Epn3	Q91W69;E9Q1Q2	1424960_at	-0.192320435	-0.336283388	-0.389236386	-0.341302653	-0.336854639	-0.114367025	-0.133432007	-0.558659484	-0.411100789	NA	-0.311968051	NA	-0.11196609	NA	-0.168385305	-0.189539944
	Pi4ka	E9Q3L2;F6Y9T6;D6RJ66;F6XSW4	1435003_at	-1.953376999	-0.345396375	-0.138028045	0.058953803	0.312795945	NA	-0.46905241	-0.085696581	-0.708231388	0.322830061	0.028542895	0.232582493	NA	-0.02474519	-0.193834811	NA
	Nup98	E9Q4S2	1439154_at	-0.046979908	-0.14860877	-0.377290365	-0.184343778	0.271722455	0.000808136	0.249462094	-0.101650076	-0.084336446	NA	0.193783195	NA	-0.038295698	NA	0.17545208	0.056896339
Vesicle transport through interaction with t-SNAREs homolog 1B	Vti1b	O88384;Q91XH6;E9Q5B1;F6UHS3;E0CYE5	1449003_a_at	NA	-0.093019233	-0.040962548	-0.264236151	NA	-0.016068369	-0.086240276	-0.040401515	-0.164271398	-0.18599337	-0.331819848	NA	-0.28534303	-0.042644337	-0.109962253	-0.194717463
Kinesin-like protein KIF1C	Kif1c	E9Q9B0;O35071	1424746_at	-0.021906077	-0.00345832	-0.01948843	-0.072174417	-0.061015775	NA	-0.185612862	-0.145351386	-0.068326861	NA	-0.202010167	NA	-0.049770152	-0.300885149	-0.146915848	-0.234378689
Acylphosphatase;Acylphosphatase-1	Acyp1	E9QJT5;P56376;Q8BMV3	1439013_x_at	NA	-0.206518202	-0.560617141	0.110401858	-0.469469253	-0.206018004	NA	-0.420293749	-0.533264313	-0.376957114	-0.595885528	-0.300299474	-0.107286135	-0.209266193	-0.281787257	NA
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	Ppp2r5a	F6VYL0;Q6PD03	1423911_at	-0.190045887	-0.244521774	-0.233642683	-0.42878559	-0.332965663	-0.253021096	-0.242084171	-0.330787836	-0.078473209	0.164528607	-0.067501049	-0.169411952	NA	NA	NA	-0.342440964
Torsin-1A	Tor1a	Q9ER39;F7B7C1	1426515_a_at	0.45638534	0.303614397	-0.21238257	0.038332225	0.034056912	0.54595048	0.455534397	0.293217509	0.232192678	NA	0.108611923	NA	-0.253505262	NA	0.202505512	-0.089633736
Stabilin-1	Stab1	G3X973;Q8R4Y4;Q8R4Y4-2;F7BK35	1450199_a_at	0.020969753	0.219555508	-0.177088602	0.268573433	0.103301897	0.33757572	-0.016924144	NA	0.041922017	0.114378783	0.098907208	NA	0.607682577	NA	-0.046979908	0.059043978
AP-3 complex subunit sigma-1	Ap3s1-ps2;Ap3s1	G3XA56;Q9DCR2	1422593_at	NA	0.345142895	0.074486624	0.025132997	NA	0.059735507	-0.177088602	-0.08011186	0.096514332	0.149440579	NA	-0.039138394	-0.030689204	0.045059265	0.045267665	-0.092748686
[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	Bckdk	O55028;D3Z7R0	1460644_at	-0.10608026	-0.178873958	-0.264236151	-0.21200896	-0.444242994	0.012053435	0.096005394	0.007246069	-0.137110008	NA	-0.141040345	NA	0.217490785	NA	-0.018206857	-0.086647913
Inhibitor of nuclear factor kappa-B kinase subunit beta	Ikbkb	O88351;Q5D0E0;E9Q037;F6ULQ4	1454184_a_at	0.218262612	-0.032947164	-0.095991913	0.080896413	NA	-0.045023522	0.083936159	-0.077926579	0.007956724	-0.229957009	-0.412727339	-0.229218742	NA	0.154811065	NA	0.083538642
Collagen alpha-1(IV) chain;Arresten	Col4a1	P02463;Q63ZW6;E9Q510;F7CK55;Q80V57	1452035_at	NA	-0.626859618	-0.323197108	-1.185803129	NA	-0.555521697	-0.576763978	0.146291723	-0.254714968	-0.66475588	NA	-0.664209749	-1.333881659	-0.705845234	-0.741229664	-1.105543992
Heparin cofactor 2	Serpind1	P49182;CON__ENSEMBL:ENSBTAP00000018574	1418680_at	NA	0.838434744	0.798918232	0.901418744	0.167199081	-0.272978695	-0.068464451	0.156160835	0.876174911	NA	0.815376928	-0.385486259	0.487843922	0.179530996	0.282508912	NA
High mobility group protein HMGI-C	Hmga2	Q6NSP9;P52927	1446196_at	0.174800523	0.20896113	0.08196494	0.024340469	0.217406916	0.019009569	0.017811366	0.07070892	-0.135140816	0.320396045	NA	-0.048654702	-0.109561152	-0.22342255	NA	NA
Ras-related protein Rab-8A	Rab8a	Q3UHW5;P55258	1457624_at	-0.06942721	-0.116630912	0.238663659	-0.191562651	-0.282617721	-0.205892928	-0.317072478	0.007971231	0.151634452	NA	0.009727632	0.009321002	NA	0.114503727	NA	-0.236951759
Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain	Masp1	P98064;P98064-2	1419677_at	NA	0.104139024	-0.019061365	0.008595162	NA	0.237353533	0.201128285	0.103952954	0.194410367	0.058803523	-0.148738913	0.083630367	0.043601306	0.193618195	NA	-0.061154063
Cell growth-regulating nucleolar protein	Lyar	Q08288	1417511_at	NA	0.516202277	0.449650915	0.264512482	NA	0.619181909	0.263247941	0.224216178	0.291839256	0.636257006	0.883156199	0.894080599	0.144105954	0.312491339	0.189351252	NA
Carcinoembryonic antigen-related cell adhesion molecule 1	Ceacam1	Q925P3;Q3LFS9;P31809;P31809-2;Q3LFS5;P31809-3;E9QLI9;Q925P2;Q925P2-2;Q3LFS7	1460681_at	-0.189792938	-0.225028083	0.060427367	-0.179128829	0.158670905	0.126643498	0.14310193	-0.245982361	-0.055056793	-0.063088712	NA	-0.014498127	0.287782825	-0.131457785	NA	NA
Putative phospholipase B-like 2;Putative phospholipase B-like 2 28 kDa form;Putative phospholipase B-like 2 40 kDa form;Putative phospholipase B-like 2 15 kDa form	Plbd2	Q3TCN2;Q3TCN2-2	1423425_at	0.432766099	0.374654689	-0.00662118	0.70209255	0.554612296	0.504202522	0.471328671	0.452945078	0.279073672	NA	0.598435062	NA	0.643202617	NA	0.700567763	0.417020162
