Gene.names,Classes,Protein.IDs,Protein.names,Half.life.protein,nZT00,nZT03,nZT06,nZT09,nZT12,nZT15,nZT18,nZT21,nZT24,nZT27,nZT30,nZT33,nZT36,nZT39,nZT42,nZT45,nb.timepoints.proteins,rel.amp.protein,Phase.protein,Pvalue.protein,FDR.protein,mRNA.ID,ZT00,ZT02,ZT04,ZT06,ZT08,ZT10,ZT12,ZT14,ZT16,ZT18,ZT20,ZT22,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46,rel.amp.mRNA,Phase.mRNA,Pvalue.mRNA,FDR.mRNA
Rock2,2,E9PYM9;F8VPK5;P70336-2;P70336;E9Q9W8,Rho-associated protein kinase 2,89.93,NA,0.151890888,0.155710771,NA,NA,0.273517513,0.114300699,NA,NA,NA,NA,NA,0.01665794,NA,NA,-0.483364361,6,0.136566787,9.886784008,0.528334665,0.877382082,1451041_at,5.968967587,6.14437382,5.937921861,6.345539083,6.505700231,6.576050796,6.322745314,6.264100709,6.293188078,5.845642382,6.269079977,6.08794109,6.313322879,6.048524162,5.995354565,6.233915152,6.413228561,6.337961393,6.329006569,6.473461748,6.367742009,5.832326897,5.984711366,5.787195846,0.153061467,10.38782798,0.000557627,0.007527523
Rnf40,1,Q3U319,E3 ubiquitin-protein ligase BRE1B,38.18,-0.634500338,0.020150247,-0.087327052,NA,NA,0.024912806,NA,NA,NA,NA,NA,NA,NA,NA,0.027763199,-0.05963216,6,0.138488845,11.9659741,0.533234822,0.877382082,1438191_a_at,8.003220426,8.200622273,8.116058472,7.935466703,7.866226314,7.991622162,7.997414557,7.938232437,7.856037186,7.953347118,8.060061395,8.29077687,8.198490965,8.181827755,8.032948497,8.069358719,7.836371664,8.228216552,8.057872682,8.008552198,7.794541685,7.923032218,7.911346597,7.949089534,0.062449561,2.003879368,0.059335702,0.199843141
Nsun5,1,Q8K4F6,Putative methyltransferase NSUN5,17.74,0.413364943,NA,0.307840654,NA,NA,NA,0.192216455,NA,0.243506123,NA,-0.111832587,NA,NA,NA,0.192232938,NA,6,0.133888859,23.03918969,0.531614178,0.877382082,1434289_at,7.043543743,6.694311858,6.900682576,6.917843099,6.877888462,6.743914749,6.823881567,6.723491041,6.687222692,6.954119471,7.16126215,6.981777254,6.617717976,6.863560856,7.049290515,6.851568626,6.788854749,6.784333453,6.899963837,6.822253852,6.81630898,7.145142179,7.011966373,7.035988057,0.064604362,21.58763453,0.105218703,0.287210556
Chmp4b,1,Q9D8B3,Charged multivesicular body protein 4b,32.75,0.032182141,NA,-0.334110568,NA,-0.03083043,NA,NA,NA,-0.026870865,-0.465817783,NA,NA,-0.724126354,NA,NA,NA,6,0.215113946,20.03736194,0.534772404,0.877382082,1451988_s_at,11.10534364,10.99946095,11.17055507,11.02243411,11.0705426,11.0516805,11.11475774,10.99670029,11.10733834,10.93427825,11.04760106,11.0169917,10.95291357,10.93813023,10.93087149,10.83564214,10.98025361,10.90009154,10.78354165,10.73755631,10.9818811,10.90900242,10.94162054,11.19440802,0.03000224,0.359004496,0.401601914,0.621616031
Dnttip2,1,Q8R2M2,Deoxynucleotidyltransferase terminal-interacting protein 2,16.58,NA,NA,-0.097071371,0.854283421,NA,NA,NA,0.595641805,NA,0.210045443,NA,NA,NA,0.63435225,NA,NA,5,0.215943757,14.93560503,0.531779817,0.877382082,1427882_at,5.598083687,5.864895252,5.928660701,5.774656454,6.311435245,6.282673488,6.207434792,5.962106947,6.058307714,6.191631322,6.231003701,5.740006007,5.566828526,6.058051857,5.585884853,5.935491309,6.107157712,6.26700553,5.87877952,6.093776253,5.635869685,5.929275884,5.76388972,5.19297544,0.152785307,11.25291331,0.008977107,0.055269826
Atp13a1,1,Q9EPE9,Probable cation-transporting ATPase 13A1,44.75,NA,NA,0.529031107,-0.148999163,NA,NA,NA,0.137536706,0.102914503,NA,0.284950095,NA,NA,NA,NA,NA,5,0.34080576,3.000389916,0.532442056,0.877382082,1417475_at,8.607468637,8.586242795,8.596469172,8.658788847,8.797729872,8.754167865,8.741301721,8.748120566,8.538300693,8.620407724,8.79003643,8.769941117,8.620683161,8.732200162,8.769539161,8.757624378,8.81656227,8.669133418,8.593958468,8.670971632,8.811727211,8.928003066,8.693936293,8.885494406,0.011537466,16.90917638,0.885424859,0.940202249
Parp4,2,E9PYK3,,49.86,NA,NA,0.901445693,NA,NA,NA,NA,NA,0.434987819,0.425656246,NA,NA,NA,0.461382379,NA,NA,4,0.252161131,8.43368074,0.530817801,0.877382082,1452351_at,6.363388743,6.138416382,6.114145099,6.894953687,6.690096734,6.804186156,6.653369664,5.920775022,6.020399669,5.990064394,6.325967679,6.317385977,6.223725212,6.386390215,6.407183434,6.802872022,6.911406783,6.639887668,6.268909324,5.903668182,6.090881037,6.26516218,6.363388743,6.300126888,0.210004647,6.781663627,0.001646861,0.016523935
Sod3,1,O09164,Extracellular superoxide dismutase [Cu-Zn],NA,-0.550309679,-0.617580599,-0.449534963,-0.669571076,-0.601886645,-0.383165125,-0.579662897,-0.251809968,-0.367147375,-0.14912927,-0.809085118,-0.425351877,-0.648465443,-0.335940529,-0.622649279,-0.638490942,16,0.044692619,22.14259866,0.633081745,0.877770747,1417634_at,5.339672363,5.337458557,5.283751587,5.39943015,5.56450528,5.844836852,5.605660455,5.461152216,5.480434871,5.437831792,6.614049459,5.469933254,5.778859502,5.865657557,5.665113803,6.002046722,5.664251258,5.803334691,6.076899477,6.172706135,5.24096272,5.076212771,5.34112521,5.159926105,0.068810687,10.05530002,0.48711094,0.687857983
Gss,2,P51855;A2AQN7;A2AQN9;Q3TF63,Glutathione synthetase,105.47,0.288751804,0.188972944,0.119714136,0.163784991,0.22510965,0.161314415,0.173254252,0.218212263,0.20572971,-0.014069583,0.108503042,0.21054617,0.226239925,0.193403723,0.129102691,0.087028295,16,0.016291084,15.26150235,0.633058577,0.877770747,1448273_at,8.743709519,8.778776639,9.158782378,9.387981121,9.531977383,9.556297335,9.66240781,8.913078969,8.880595052,8.962252856,8.614794433,9.170825145,8.653371756,9.172543799,9.467585144,9.303360053,9.548026146,9.027706766,9.40754946,9.21807703,9.34582547,9.154297003,9.108788776,8.821316401,0.209252445,9.384716149,0.000512823,0.007111079
Eif5b,1,Q05D44,Eukaryotic translation initiation factor 5B,80.41,0.00128457,0.045759013,0.065838319,0.010381385,0.013334226,0.093124793,-0.02034218,0.051653328,-0.062674363,-0.02474519,-0.011781859,-0.01720929,0.030663445,-0.070801468,-0.036749476,-0.037311931,16,0.011302205,8.919998514,0.633332253,0.877770747,1435592_at,6.146260463,6.53568172,6.32306377,6.322174219,6.37199443,6.221417316,5.667412193,6.078659369,6.266474144,5.946753362,6.470711697,6.157649686,5.979931209,6.0535402,6.08454895,5.973830255,6.218899094,6.33050414,5.819117288,5.982514281,5.947460606,6.173457953,6.002752405,6.201771926,0.070619621,2.650235572,0.214127977,0.438309004
Snrpd1,2,P62315,Small nuclear ribonucleoprotein Sm D1,219.74,-0.03885755,-0.229710962,-0.149519521,-0.221815228,-0.008343459,-0.155231116,-0.127369147,-0.128161401,-0.046141782,-0.012783185,-0.067501049,0.037843399,-0.149649582,-0.024177814,0.07501842,-0.000432744,16,0.021911728,19.01397987,0.63401718,0.878282634,1416336_s_at,7.659910833,7.876190745,7.674512281,7.605834475,7.572734989,7.540313057,7.99426099,7.99346679,8.211684092,7.978866772,8.730312532,7.86117014,7.471149432,7.588099443,7.588613716,7.68513659,7.659671946,7.412180792,8.227231323,8.029410966,8.287395537,8.067779746,8.100483639,8.383551933,0.247079362,17.74742975,0.000159709,0.003106101
Galnt2,2,Q6PB93;Q6PB93-2,Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form,28.26,-0.137110008,NA,0.176837618,NA,0.040318857,NA,-0.083247414,0.04163985,0.202273117,0.05755681,NA,NA,NA,NA,NA,NA,7,0.062770085,6.105071916,0.53681196,0.878471802,1426756_at,8.057299252,7.857180904,7.944390501,7.778537745,7.90260548,7.792849479,7.808021517,7.874368175,7.924797404,8.041996416,8.004911331,7.974715242,7.949460543,7.966482065,7.872959894,7.954407621,7.777837712,7.946084033,7.995250867,8.081640202,8.201731374,8.091144924,8.334214095,8.354945623,0.105886425,19.7234357,0.00098478,0.011431396
Dhrsx,1,Q8VBZ0,Dehydrogenase/reductase SDR family member on chromosome X homolog,56.98,-0.084064265,NA,0.276380281,NA,0.087886695,NA,NA,NA,0.179073583,NA,0.176136533,NA,NA,NA,NA,NA,5,0.115071468,6.483790637,0.539254562,0.879674842,1456484_at,7.335458183,7.109602046,7.191189233,7.278000452,7.102136785,7.204396761,7.150331183,7.371461501,7.399617101,7.187894594,7.317222686,7.216901237,6.974568607,6.856437379,6.948482703,7.230524905,6.945476331,7.091318985,7.15634406,7.248587114,7.244832516,7.24374462,7.255100336,6.96763062,0.071300531,15.9416883,0.032200337,0.133566395
Thoc2;BC005561,1,B1AZI6;E9Q5E2,THO complex subunit 2,64.96,NA,NA,0.386826708,NA,0.294897931,NA,NA,-0.089769309,-0.026304324,NA,-0.074505436,NA,NA,NA,NA,NA,5,0.127639433,10.70463251,0.540167804,0.879882712,1427461_at,5.309569092,5.550603942,5.305354498,5.56258564,5.611107546,5.381366298,5.182026762,5.129591079,5.374068317,5.514637164,5.34753758,5.443652393,5.319675733,5.211252348,4.895865327,5.359106471,5.167537741,5.21829989,4.638373973,5.470756305,5.006942099,4.608391897,5.068205756,4.985091564,0.065538545,4.318089314,0.423852955,0.64034409
Cdc37,1,Q61081,Hsp90 co-chaperone Cdc37,47.76,-0.072174417,-0.004177761,-0.15263774,-0.130140135,-0.318692833,-0.061015775,-0.140386032,-0.136060107,-0.149779631,-0.027437183,-0.219958398,0.062113287,-0.065985829,-0.161694235,-0.110630508,0.019550548,16,0.022082605,0.685674363,0.636077888,0.879887102,1416819_at,9.673364231,9.61274813,9.652071252,9.667056292,9.463705498,9.649666819,9.597751823,9.700708887,9.630634322,9.605548044,9.870897792,9.900122415,9.751423535,9.753489776,9.80225376,9.625225538,9.771809552,9.858589824,9.876687953,9.91702056,9.689394297,9.878753429,9.786569188,9.728143524,0.036515671,18.69067972,0.304019245,0.532848379
Dag1,1,Q62165,Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,NA,0.028395751,-0.020484422,-0.144307467,-0.025312343,0.022991237,0.028072085,0.089927445,0.153013334,-0.007339046,0.037280714,-0.146785541,-0.14860877,-0.041242982,-0.103799743,-0.076011739,-0.280956314,16,0.028644035,19.78441468,0.635907846,0.879887102,1456131_x_at,8.533271119,8.4237289,8.51556071,8.365685239,8.347193591,8.350412831,8.426439874,8.379050186,8.199588496,8.326257109,8.490503891,8.588220991,8.531462757,8.651491783,8.607589576,8.52759873,8.226318179,8.504135387,8.533093683,8.404866246,8.406189454,8.441916046,8.424635597,8.417071577,0.057071851,1.383226631,0.031657131,0.13205404
Lrpprc,2,Q6PB66;F6V2A3,"Leucine-rich PPR motif-containing protein, mitochondrial",144.54,0.074349908,0.033082318,0.053044613,0.028734206,0.01921424,0.102031633,0.086675885,0.011413465,0.000187563,0.096869153,0.056911346,0.095003463,0.003900545,-0.018206857,0.009974571,0.02406172,16,0.009419246,5.247307029,0.636123913,0.879887102,1424353_at,9.448649111,9.632580429,9.567950706,9.596609434,9.690811529,9.818189358,9.760540049,10.01214932,9.65509703,9.658824214,9.530723135,9.259343657,9.558027904,9.476603425,9.641860863,9.552230463,9.765369678,9.927437283,9.895849726,10.04534106,9.670857593,9.380421515,9.347336138,9.340931089,0.167459369,11.18581304,4.80E-06,0.000251017
Gsta1;Gm3776;Gsta2;Gm10639,2,P13745;Q6P8Q0;P10648;Q6P8Q1;D3YZV3;D3Z6A6;E9Q6L7,Glutathione S-transferase A1;Glutathione S-transferase;Glutathione S-transferase A2,7.2,2.78061151,2.553426147,2.645480135,2.728335289,2.855901407,2.581389046,2.682973845,2.615375441,2.853709733,3.420248295,3.320342003,3.535131024,2.899479783,3.022331746,2.710094729,3.480776157,16,0.091793741,5.910894641,0.637513658,0.879955095,1421041_s_at,10.03636114,10.03028826,10.45676851,10.52500753,10.52283604,10.32935821,12.21639757,10.3733209,12.5222794,10.89152443,11.51290878,11.88626714,9.477626081,9.916746092,9.771678864,10.48243136,10.26172492,9.482319096,12.06967811,11.3829691,13.20217487,11.83450016,10.40018681,10.44666283,0.754799543,15.77459874,0.001148403,0.012810813
Txn,1,P10639,Thioredoxin,60,0.219185991,0.21245052,0.564627434,0.178828601,0.698693311,0.351902756,0.297182905,0.360082546,0.404572725,0.341482298,0.480538611,0.403007628,0.099896392,0.388091113,0.292545888,0.242840173,16,0.042199601,8.888857317,0.637754016,0.879955095,1416119_at,12.79949071,12.85821423,12.87116134,12.95656749,12.87313524,12.799609,12.92169777,12.77645277,13.1239882,12.90964313,12.75910204,12.90792956,12.67686083,12.71404093,12.66028237,12.74968191,12.73685418,12.64484511,12.94362879,12.8592995,13.21816272,12.87232441,12.80406812,12.93731042,0.06659033,16.10215178,0.056074284,0.19231987
Hspa9,2,Q7TSZ0;P38647,"Stress-70 protein, mitochondrial",120.53,0.004132019,0.036570267,-0.011495639,-0.022474347,-0.002450499,0.005927209,-0.012211084,-0.00992041,-0.068051643,0.03898425,-0.004753055,0.044672316,0.008217869,-0.098823768,0.003047303,0.065355181,16,0.009825151,3.367883296,0.63696712,0.879955095,1447728_x_at,8.673851156,8.677900546,8.574584455,8.531573516,8.877024673,8.848180831,8.98700089,9.090167266,8.931985861,8.651874245,8.761324776,8.699311329,8.688219592,8.705362804,8.739760483,8.814390445,8.955695917,8.75698468,8.933625588,8.940117106,8.78492191,8.738751516,8.745959741,8.651346143,0.102181889,12.68269229,0.000160107,0.003111144
Sec63,1,Q8VHE0;F7A8K1,Translocation protein SEC63 homolog,51.94,0.969621542,1.046861433,0.97219483,0.821049576,0.824980071,1.047070094,0.93826527,0.602700837,0.442928167,0.925302765,0.745115754,0.890652814,0.755234692,0.665591906,0.998212166,0.553087427,16,0.037851947,9.103128299,0.637405232,0.879955095,1452854_at,9.179868162,9.34661691,9.317228022,9.303044504,9.138465579,9.119286304,8.961631284,9.048557974,9.350257165,9.169009212,9.320265235,8.966690542,9.416169949,9.303742653,9.049230689,9.227700183,9.212548135,9.260718763,8.925453337,9.123430765,9.098429473,9.018249996,9.280426471,9.225978818,0.064112413,1.361191619,0.058592205,0.198182618
Dcps,1,Q9DAR7;Q3TBW9;D6RFQ0,m7GpppX diphosphatase,197.83,-0.149649582,-0.094100916,-0.313361959,-0.297484916,-0.189160371,-0.238175419,-0.112633417,-0.277389699,-0.076559095,-0.383607534,-0.22292818,-0.299830762,-0.036608829,-0.182565182,-0.194087052,-0.307078739,16,0.023303757,17.56860435,0.637735347,0.879955095,1424080_at,8.422714084,8.342588131,8.512834629,8.492702082,8.355115562,8.513017291,8.324205685,8.223287576,8.359082226,8.269490526,8.269283763,8.302323924,8.366935771,8.497163892,8.240330671,8.48412011,8.448233721,8.28957463,8.397106614,8.252910386,8.357492019,8.408809985,8.295539608,8.46200146,0.045623202,4.756200411,0.044505774,0.165083882
Rufy1,1,Q8BIJ7,RUN and FYVE domain-containing protein 1,24.33,0.389791313,0.703008197,0.832667766,1.1376478,0.443477392,0.517915851,0.195368157,0.75516164,0.251470069,-0.041663532,1.532657908,-0.546165985,1.786770939,-0.357608304,0.608320252,0.396821145,16,0.23161016,7.925717584,0.638155512,0.88007274,1434131_at,6.860568775,6.972608641,6.862171296,7.009252373,6.908245091,6.669789547,6.751767762,6.787697072,6.781311785,6.889101864,6.858816775,6.779428265,6.719549816,6.671191384,6.958816775,7.102469308,7.046990029,6.394134771,6.507233605,6.787217308,6.717568375,6.763491137,7.011475863,7.202934587,0.076417012,1.109069826,0.09689216,0.272745805
Ppp4r1,2,E9QPR5;Q8K2V1;E9PX53;Q8K2V1-2;E0CXK8;F6TLH3;E0CYV2;F6V294;E0CX37,Serine/threonine-protein phosphatase 4 regulatory subunit 1,74.59,NA,NA,0.120937317,NA,0.089558976,NA,NA,0.005087245,0.00459508,NA,0.363438018,NA,NA,NA,0.033643367,0.231498053,7,0.059953116,6.225330865,0.542739954,0.88007448,1424294_at,8.444614997,8.263246783,8.171452258,8.413469843,8.622965502,8.6245816,8.73781117,8.669017105,8.510182178,8.660932714,8.517117725,8.407721075,8.295919977,8.569100896,8.477359031,8.576148773,8.607790744,8.577187854,8.710708378,8.627754089,8.577572803,8.438397099,8.372497473,8.513674869,0.100631361,12.62213828,0.000250245,0.004301182
Psd3,2,F6Z9E6;Q2PFD7;Q2PFD7-2;F6Y9N3;Q2PFD7-5;F6PZZ8;Q2PFD7-4;Q2PFD7-3;E9PUC5,PH and SEC7 domain-containing protein 3,NA,NA,-0.105007525,0.241082859,NA,NA,NA,-0.036186803,NA,NA,-0.530170648,NA,NA,NA,NA,NA,NA,4,0.456604105,11.28567078,0.544140628,0.88007448,1418749_at,8.746580649,8.818555296,8.804912516,9.122100547,9.067829547,9.117023709,8.890019238,8.754175935,8.814293971,8.721026918,8.88113719,8.768174978,8.880914066,8.864378628,8.920503555,9.087182202,9.363689347,8.948739927,9.091680673,8.737476577,8.993667547,8.871097629,8.906507937,8.775535511,0.107448725,8.300845085,0.001842508,0.01791643
Gnpda1,1,O88958,Glucosamine-6-phosphate isomerase 1,22.47,-0.217975141,NA,-0.278936315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416839742,NA,NA,0.076660628,4,0.139194196,21.08200082,0.544020268,0.88007448,1448163_at,7.42801503,7.158700312,7.327277396,7.690051011,7.437756268,7.576134615,7.193600364,7.14992419,7.144216571,7.165744248,6.983326155,7.526852602,7.71500152,7.380166009,7.579744609,7.737950768,7.594306699,7.720043404,7.518127912,7.671461389,7.268120767,7.324119818,7.152668967,7.508657495,0.121092748,6.427932954,0.014853618,0.078490103
Rpl13;Rpl13-ps3;Gm10071,2,P47963;D3YX54;E9PZ94,60S ribosomal protein L13,170.65,0.05292488,NA,0.189269003,NA,-0.201633861,NA,-0.031112841,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.115708085,2.725604641,0.541702428,0.88007448,1455871_s_at,8.686513809,8.559393381,8.967954751,8.892511968,9.344219134,9.446665072,9.592788272,9.374472185,9.231745968,9.011325338,8.770717142,8.96694025,8.316221599,8.66251603,8.673448809,8.818418296,9.126052215,8.926471641,9.429337554,9.043149345,9.363065148,9.253193344,9.048137958,8.958514316,0.250323215,13.04325778,4.32E-06,0.000232501
Dtd1,1,Q9DD18;Q9DD18-2,D-tyrosyl-tRNA(Tyr) deacylase 1,121.12,NA,NA,-0.050188223,NA,NA,NA,NA,NA,NA,NA,-0.001874286,NA,-0.012211084,NA,NA,-0.080930488,4,0.025953023,10.00695396,0.543562642,0.88007448,1447677_x_at,3.680590145,3.742962954,3.694371622,3.742962954,3.554012047,3.521797582,3.73765227,3.608007276,3.631208295,3.68032896,3.412134889,3.555939769,3.925810807,3.73765227,3.251847058,3.349579814,3.386235775,3.64821071,3.644726111,3.408250119,3.673444665,3.609538031,3.539852358,3.788332802,0.042239615,21.88675358,0.446661616,0.657726375
Sbno1,2,B2RRI2;E9PW13;Q7TNB8;Q7TNB8-2;Q7TNB8-3;E9Q429,,14.04,NA,NA,-4.063244062,NA,NA,4.16848591,NA,3.668684599,NA,-3.430151436,NA,NA,NA,NA,-2.358002337,-4.574404309,6,1.180861157,14.72204794,0.547227047,0.88013384,1426559_at,8.938711008,9.052237459,9.035563746,9.259614231,9.378079568,9.291648676,9.163582748,9.117196491,9.040829458,9.093247498,8.970146913,8.917435014,8.715283184,8.870825135,8.975358848,9.013989277,9.328434694,9.184865829,9.053485135,9.071786487,8.980288533,8.964807136,8.882005991,8.827415973,0.12843133,9.840657039,8.72E-06,0.000392201
Arhgap31,1,A6X8Z5,Rho GTPase-activating protein 31,NA,NA,-0.206393169,NA,NA,NA,-0.280006078,-0.264596479,NA,NA,NA,NA,NA,-0.124592825,NA,NA,NA,4,0.070248794,8.399325035,0.547361596,0.88013384,1450255_at,4.690973041,4.724803019,4.659777263,4.57076518,4.550629231,4.656391173,4.603480746,4.66770758,4.785631265,4.499514683,4.568247638,4.463398874,4.600175947,4.905513044,4.570354866,4.712258387,4.71740957,4.705147993,4.91905989,4.25531491,4.407955808,4.407075496,4.439037704,4.613758517,0.062412629,5.923069212,0.105365311,0.287487109
Ccdc115,1,Q8VE99,Coiled-coil domain-containing protein 115,26.28,NA,NA,NA,-0.113300436,NA,0.355885302,NA,0.157544051,NA,0.408799327,NA,0.007333069,NA,0.512246129,NA,NA,6,0.117771277,19.40192657,0.549993131,0.880197176,1451265_at,6.545911193,6.849132345,6.926966635,6.937790492,6.998657384,6.897421228,7.054067118,6.913857628,6.911607576,6.873777068,7.00938747,6.806598583,6.635677062,6.794587443,6.771795071,7.001845247,6.747686188,6.943234787,6.814258861,6.750507372,6.797930246,7.027362503,7.009518779,6.862576529,0.040165679,12.68775734,0.253388479,0.481523275
Asb7,2,C0H5Y0,,NA,0.804022541,NA,NA,0.857024625,NA,0.839518623,NA,NA,NA,NA,1.053104484,NA,NA,0.864202488,NA,NA,5,0.064759491,7.233484259,0.550090472,0.880197176,1435010_at,7.453202564,7.298028141,7.463108917,7.777280428,7.416844705,7.492750536,7.371983512,7.039349678,7.139973465,7.025836424,7.250738131,7.018632899,7.182413224,7.472407364,7.611234547,7.622422318,7.460029992,7.385319589,7.054344891,6.937351746,7.195510168,7.137138417,7.45867042,7.309206385,0.162119866,5.021050305,0.000105217,0.002302464
Cnot10,2,Q8BH15;Q8BH15-2;Q8BH15-3;Q8BH15-4;Q8BH15-5,CCR4-NOT transcription complex subunit 10,43.76,-0.421155961,NA,-0.644133161,NA,-0.168642036,NA,-0.42050935,-0.23878686,NA,NA,NA,NA,NA,NA,NA,NA,5,0.116884373,15.94788322,0.551426746,0.880197176,1433882_at,7.178789331,7.373710885,7.230894046,7.606198547,7.440775607,7.446973749,7.526914069,7.460626344,7.463586428,7.328163722,7.23971802,7.106715991,7.411805965,7.425755013,7.462170465,7.491401848,7.617583686,7.758828988,7.437641884,7.592636589,7.365363568,7.434676698,7.308599139,7.564099459,0.091246053,9.994560313,0.003642118,0.029011508
Gm5507,1,E9PYX4,Glyceraldehyde-3-phosphate dehydrogenase,NA,0.048367448,NA,0.225818077,-0.088955682,-0.052276765,NA,-0.105543992,-0.109694865,0.085358943,-0.056860943,NA,-0.201759307,NA,-0.124725152,0.291592017,NA,11,0.044472617,23.89458995,0.651646889,0.880247267,1418625_s_at,13.76686252,13.76493422,13.65681575,13.60476542,13.4692782,13.67465063,13.63165767,13.77452967,13.55493344,13.64238314,13.73867794,13.74870807,13.87853354,13.72152328,13.73471814,13.74224084,13.66425956,13.85557133,13.99130745,13.96888519,13.86668064,13.61111927,13.67356336,13.77020223,0.019253364,16.92741024,0.78592081,0.884791274
